Var1	Var2	value	logP	pval.thresh	Var_fact	pval.thresh_inv
AMP_9p	AMP_3p	2.624017443363903e-40	-91.13869720107864	0.001	AMP_9p	1
AMP_9q	AMP_3p	2.129202258495854e-36	-82.13731596474466	0.001	AMP_9q	1
AMP_11p	AMP_3p	5.3686230696742644e-36	-81.21249188375023	0.001	AMP_11p	1
AMP_11q	AMP_3p	1.0797674510490324e-29	-66.69822200197929	0.001	AMP_11q	1
AMP_15q	AMP_3p	1.1561012884413534e-46	-105.77386089155534	0.001	AMP_15q	1
AMP_17p	AMP_3p	2.825223101781942e-9	-19.68467850138419	0.001	AMP_17p	0.9999999997765443
AMP_17q	AMP_3p	5.3281582437125586e-8	-16.747675110758824	0.001	AMP_17q	0.9999999929451835
AMP_18p	AMP_3p	8.324560590931779e-5	-9.39371521236679	0.001	AMP_18p	0.999975597919527
AMP_18q	AMP_3p	2.2902014860010227e-4	-8.381700573127215	0.001	AMP_18q	0.9999262182813354
AMP_19p	AMP_3p	1.382698741670444e-41	-94.08195161339633	0.001	AMP_19p	1
AMP_19q	AMP_3p	2.0524735002412288e-38	-86.77918788247915	0.001	AMP_19q	1
AMP_21q	AMP_3p	9.889615770823215e-16	-34.549876193295454	0.001	AMP_21q	0.9999999999999998
DEL_1p	AMP_3p	0.5192857453664239	-0.6553009782170216	0.5192857453664239	DEL_1p	0.5675541663414008
DEL_6q	AMP_3p	0.9835046730055865	-0.016632889760562798	0.9835046730055865	DEL_6q	0.034016736528154894
DEL_8p	AMP_3p	0.7317063515883784	-0.31237600453890585	0.7317063515883784	DEL_8p	0.35501412804638355
DEL_12p	AMP_3p	0.9928981448268033	-0.007127193383448603	0.9928981448268033	DEL_12p	0.01989208765561372
DEL_13q	AMP_3p	0.999999994236729	-5.763270988178124e-9	0.999999994236729	DEL_13q	0.001
DEL_14q	AMP_3p	0.9970945156203255	-0.002909713493150052	0.9970945156203255	DEL_14q	0.005937249290131259
DEL_16p	AMP_3p	0.9998142008935677	-1.858163692246323e-4	0.9998142008935677	DEL_16p	0.0014129884009020776
DEL_16q	AMP_3p	0.9644510468122653	-0.03619620291430659	0.9644510468122653	DEL_16q	0.056525719067959536
DEL_17p	AMP_3p	0.9923586819844841	-0.007670662468467297	0.9923586819844841	DEL_17p	0.018744356254734074
DEL_18p	AMP_3p	0.8433338437663388	-0.17039238067233578	0.8433338437663388	DEL_18p	0.27678688336543605
DEL_20p	AMP_3p	0.9971005373090995	-0.0029036742757071713	0.9971005373090995	DEL_20p	0.009457950630483974
DEL_22q	AMP_3p	0.9999975172231781	-2.4827799040059234e-6	0.9999975172231781	DEL_22q	0.001
t_4_14	AMP_3p	0.7825393495335866	-0.24521107088829408	0.7825393495335866	t_4_14	0.29664314082992405
t_11_14	AMP_3p	0.9999999999975568	-2.443156787993104e-12	0.9999999999975568	t_11_14	0.001
t_others	AMP_3p	0.9855909453256311	-0.01451387321177141	0.9855909453256311	t_others	0.039647578344243935
HyperDiploidy	AMP_3p	2.5270887554520466e-49	-111.89960160606498	0.001	HyperDiploidy	1
t_IgH	AMP_3p	0.9999999996439264	-3.560736151010384e-10	0.9999999996439264	t_IgH	0.001
AMP_1q	AMP_3q	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_3q	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_3q	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_3q	2.4710394151714114e-5	-10.608286586989633	0.001	AMP_4p	0.9999962877166326
AMP_4q	AMP_3q	8.359142282362869e-6	-11.692154733934663	0.001	AMP_4q	0.9999986009201719
AMP_5p	AMP_3q	1.4207299580851064e-28	-64.1212118093116	0.001	AMP_5p	1
AMP_5q	AMP_3q	5.158693261145145e-29	-65.13428439336964	0.001	AMP_5q	1
AMP_6p	AMP_3q	8.621739377081353e-8	-16.266393895748244	0.001	AMP_6p	0.9999999810406748
AMP_6q	AMP_3q	1.0480069453517515e-6	-13.768620344843345	0.001	AMP_6q	0.9999999001826319
AMP_7p	AMP_3q	4.322366397938893e-30	-67.6137497602399	0.001	AMP_7p	1
AMP_7q	AMP_3q	4.5826317609833886e-29	-65.25269424343021	0.001	AMP_7q	1
AMP_8q	AMP_3q	0.2341655109155869	-1.4517271020463256	0.2341655109155869	AMP_8q	0.8437539422784504
AMP_9p	AMP_3q	1.745107487343674e-42	-96.15175775466095	0.001	AMP_9p	1
AMP_9q	AMP_3q	2.6229382833185896e-39	-88.83652345520348	0.001	AMP_9q	1
AMP_11p	AMP_3q	1.1755677535310374e-36	-82.73131212239589	0.001	AMP_11p	1
AMP_11q	AMP_3q	1.0967941619812478e-28	-64.37999107735568	0.001	AMP_11q	1
AMP_15q	AMP_3q	2.4312645812099197e-50	-114.24084312392283	0.001	AMP_15q	1
AMP_17p	AMP_3q	5.189937159503102e-9	-19.076544247837464	0.001	AMP_17p	0.9999999996184319
AMP_17q	AMP_3q	1.6647639999024902e-7	-15.608412279372537	0.001	AMP_17q	0.9999999771419161
AMP_18p	AMP_3q	5.39423773559781e-7	-14.432764353130107	0.001	AMP_18p	0.9999998889137904
AMP_18q	AMP_3q	2.4902774251367974e-6	-12.903116437976339	0.001	AMP_18q	0.9999994161513028
AMP_19p	AMP_3q	4.1895650172213326e-42	-95.27597699171062	0.001	AMP_19p	1
AMP_19q	AMP_3q	4.953992531565023e-41	-92.80579498924635	0.001	AMP_19q	1
AMP_21q	AMP_3q	7.390473687627184e-19	-41.74892493551992	0.001	AMP_21q	1
DEL_1p	AMP_3q	0.5154658982053757	-0.6626841305641904	0.5154658982053757	DEL_1p	0.569315743672353
DEL_6q	AMP_3q	0.9466354693334804	-0.05484119196744273	0.9466354693334804	DEL_6q	0.09310614298770827
DEL_8p	AMP_3q	0.6138324851573775	-0.4880332135352193	0.6138324851573775	DEL_8p	0.47984851644383564
DEL_12p	AMP_3q	0.9950167428578726	-0.004995714972279794	0.9950167428578726	DEL_12p	0.014022282203006787
DEL_13q	AMP_3q	0.9999999762038234	-2.3796176867896196e-8	0.9999999762038234	DEL_13q	0.001
DEL_14q	AMP_3q	0.9969940019471271	-0.0030105251395719985	0.9969940019471271	DEL_14q	0.005979766151552324
DEL_16p	AMP_3q	0.9996532952525433	-3.467648634430377e-4	0.9996532952525433	DEL_16p	0.002001850627402992
DEL_16q	AMP_3q	0.8771793796522627	-0.13104376972306248	0.8771793796522627	DEL_16q	0.17135107680588718
DEL_17p	AMP_3q	0.9781825420716463	-0.022058978028936332	0.9781825420716463	DEL_17p	0.045254010032086046
DEL_18p	AMP_3q	0.9293069915222844	-0.07331614101845133	0.9293069915222844	DEL_18p	0.14467800213268797
DEL_20p	AMP_3q	0.9978562271701907	-0.002146074000161372	0.9978562271701907	DEL_20p	0.006886209786523099
DEL_22q	AMP_3q	0.99996335266337	-3.664800816005003e-5	0.99996335266337	DEL_22q	0.001
t_4_14	AMP_3q	0.8335582059812993	-0.18205174601859658	0.8335582059812993	t_4_14	0.23349936359918685
t_11_14	AMP_3q	0.999999999999929	-7.105427357601254e-14	0.999999999999929	t_11_14	0.001
t_others	AMP_3q	0.9719839680759436	-0.02841596840675061	0.9719839680759436	t_others	0.06564950671893646
HyperDiploidy	AMP_3q	1.020377679278902e-51	-117.41166691013173	0.001	HyperDiploidy	1
t_IgH	AMP_3q	0.9999999999942435	-5.756506382698005e-12	0.9999999999942435	t_IgH	0.001
AMP_1q	AMP_4p	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_4p	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_4p	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_4p	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_4p	1.624000402127323e-39	-89.31592613741297	0.001	AMP_4q	1
AMP_5p	AMP_4p	0.49024746175286626	-0.7128449913737173	0.49024746175286626	AMP_5p	0.6652510475792028
AMP_5q	AMP_4p	0.4216233307506838	-0.8636429446934044	0.4216233307506838	AMP_5q	0.726143179017469
AMP_6p	AMP_4p	0.04224561719260157	-3.1642546656461636	0.04224561719260157	AMP_6p	0.9866918215615963
AMP_6q	AMP_4p	0.008417656355150557	-4.777423832091097	0.008417656355150557	AMP_6q	0.9986631042848859
AMP_7p	AMP_4p	0.21017176870793688	-1.5598301363721137	0.21017176870793688	AMP_7p	0.8893622650140853
AMP_7q	AMP_4p	0.12980206418181023	-2.0417445720511513	0.12980206418181023	AMP_7q	0.9379935004670947
AMP_8q	AMP_4p	0.9619529824790187	-0.038789704272775456	0.9619529824790187	AMP_8q	0.17421994767165666
AMP_9p	AMP_4p	0.0013546355269140413	-6.604222844660387	0.0013546355269140413	AMP_9p	0.999681293916816
AMP_9q	AMP_4p	0.002173045910369695	-6.13162545028736	0.002173045910369695	AMP_9q	0.9994600004852253
AMP_11p	AMP_4p	3.6493600474786424e-6	-12.520958735199786	0.001	AMP_11p	0.9999995360527936
AMP_11q	AMP_4p	1.611018089577852e-5	-11.036059132050195	0.001	AMP_11q	0.999997820812788
AMP_15q	AMP_4p	7.0674776880494515e-6	-11.860006904362857	0.001	AMP_15q	0.9999991944704034
AMP_17p	AMP_4p	0.23292702291020004	-1.4570300808697945	0.23292702291020004	AMP_17p	0.9209284552003969
AMP_17q	AMP_4p	0.32256126804620233	-1.1314621823520914	0.32256126804620233	AMP_17q	0.8696052549736024
AMP_18p	AMP_4p	0.288254579767534	-1.2439112317804022	0.288254579767534	AMP_18p	0.8735728259228207
AMP_18q	AMP_4p	0.31344506543942713	-1.1601311641219938	0.31344506543942713	AMP_18q	0.8571837623964217
AMP_19p	AMP_4p	1.1690863175249696e-5	-11.356702946433815	0.001	AMP_19p	0.9999988040293097
AMP_19q	AMP_4p	4.818369995495923e-6	-12.24307486230421	0.001	AMP_19q	0.9999994684770843
AMP_21q	AMP_4p	1.3479033416704967e-4	-8.911790067049207	0.001	AMP_21q	0.9999744116396991
DEL_1p	AMP_4p	0.9730805082317704	-0.027288457945939745	0.9730805082317704	DEL_1p	0.08441831116875738
DEL_6q	AMP_4p	0.9683322314287746	-0.03218003630418598	0.9683322314287746	DEL_6q	0.1518124643215417
DEL_8p	AMP_4p	0.8828521430619505	-0.12459754080018784	0.8828521430619505	DEL_8p	0.2709190716222278
DEL_12p	AMP_4p	0.8817232351430756	-0.12587706457325795	0.8817232351430756	DEL_12p	0.3885483923473567
DEL_13q	AMP_4p	0.6416960202100777	-0.44364057619272934	0.6416960202100777	DEL_13q	0.5125562919493499
DEL_14q	AMP_4p	0.6799609805943366	-0.3857198639372814	0.6799609805943366	DEL_14q	0.5125471213553738
DEL_16p	AMP_4p	1	0	1	DEL_16p	0.236409362216483
DEL_16q	AMP_4p	0.9961537635859596	-0.003853652202674858	0.9961537635859596	DEL_16q	0.019639997007808836
DEL_17p	AMP_4p	1	0	1	DEL_17p	0.061695061941942256
DEL_18p	AMP_4p	0.8008438612775068	-0.22208928065598937	0.8008438612775068	DEL_18p	0.539634864966406
DEL_20p	AMP_4p	1	0	1	DEL_20p	0.12538917610667258
DEL_22q	AMP_4p	0.9781441996454394	-0.02209817641578472	0.9781441996454394	DEL_22q	0.11436657525201173
t_4_14	AMP_4p	0.09996969029366455	-2.302888236000599	0.09996969029366455	t_4_14	0.9589025253206168
t_11_14	AMP_4p	0.9949658081731485	-0.005046906059064742	0.9949658081731485	t_11_14	0.03590633350319005
t_others	AMP_4p	0.5936484770988695	-0.5214679241917944	0.5936484770988695	t_others	0.6972435450105601
HyperDiploidy	AMP_4p	4.3748067433550606e-6	-12.339648212077764	0.001	HyperDiploidy	0.9999998088021098
t_IgH	AMP_4p	0.7232565426036268	-0.3239912890504907	0.7232565426036268	t_IgH	0.43157826675648336
AMP_1q	AMP_4q	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_4q	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_4q	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_4q	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_4q	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_4q	0.394004780521589	-0.9313922364542858	0.394004780521589	AMP_5p	0.7369482864404028
AMP_5q	AMP_4q	0.3220316473620817	-1.1331054545340855	0.3220316473620817	AMP_5q	0.7961714952073415
AMP_6p	AMP_4q	0.0441644630431122	-3.1198348168321823	0.0441644630431122	AMP_6p	0.9846528407378421
AMP_6q	AMP_4q	0.004051071747991051	-5.50877380373821	0.004051071747991051	AMP_6q	0.9993464861473946
AMP_7p	AMP_4q	0.1981764737984538	-1.618597363433013	0.1981764737984538	AMP_7p	0.8905672043780269
AMP_7q	AMP_4q	0.06687512192111542	-2.7049282506481456	0.06687512192111542	AMP_7q	0.9694036873446292
AMP_8q	AMP_4q	0.9025557093184011	-0.10252486290356012	0.9025557093184011	AMP_8q	0.2650903479502376
AMP_9p	AMP_4q	0.0022530043783445036	-6.0954906741941475	0.0022530043783445036	AMP_9p	0.9993403144855438
AMP_9q	AMP_4q	0.0037215233743189227	-5.593622185297583	0.0037215233743189227	AMP_9q	0.998848598206189
AMP_11p	AMP_4q	5.271795166732758e-6	-12.153139614566523	0.001	AMP_11p	0.9999991239676063
AMP_11q	AMP_4q	4.0366466027409025e-5	-10.117511166504954	0.001	AMP_11q	0.9999923216395326
AMP_15q	AMP_4q	4.699127659792303e-6	-12.26813367077438	0.001	AMP_15q	0.9999993185528813
AMP_17p	AMP_4q	0.3394504027142695	-1.0804274318623184	0.3394504027142695	AMP_17p	0.8585580680016169
AMP_17q	AMP_4q	0.4495711229928091	-0.799461210684217	0.4495711229928091	AMP_17q	0.7787885440550191
AMP_18p	AMP_4q	0.23392151346912282	-1.452769632412914	0.23392151346912282	AMP_18p	0.8956287245909842
AMP_18q	AMP_4q	0.2594720563673921	-1.3491062647663181	0.2594720563673921	AMP_18q	0.879581920350337
AMP_19p	AMP_4q	7.560655846646598e-5	-9.48996752633961	0.001	AMP_19p	0.9999862476656639
AMP_19q	AMP_4q	1.779791463075348e-5	-10.936429263105133	0.001	AMP_19q	0.9999969646660822
AMP_21q	AMP_4q	6.388143554520002e-4	-7.355896669346176	0.001	AMP_21q	0.9998387365535617
DEL_1p	AMP_4q	0.9728860067924296	-0.027488360090695847	0.9728860067924296	DEL_1p	0.07590921440459887
DEL_6q	AMP_4q	0.9184424423614261	-0.0850760411120071	0.9184424423614261	DEL_6q	0.23200914883320944
DEL_8p	AMP_4q	0.9505529052016995	-0.05071145821157842	0.9505529052016995	DEL_8p	0.13668312602073254
DEL_12p	AMP_4q	0.9276224421151127	-0.07513048015138822	0.9276224421151127	DEL_12p	0.2772566946515891
DEL_13q	AMP_4q	0.48605605488242876	-0.7214313224684481	0.48605605488242876	DEL_13q	0.6532628892535333
DEL_14q	AMP_4q	0.5296404433083794	-0.6355569115114987	0.5296404433083794	DEL_14q	0.6429039276423008
DEL_16p	AMP_4q	0.8303200642357776	-0.18594403296242987	0.8303200642357776	DEL_16p	0.48964781463389884
DEL_16q	AMP_4q	0.9952983079929787	-0.004712779728571424	0.9952983079929787	DEL_16q	0.019025404258266956
DEL_17p	AMP_4q	0.9675057628591628	-0.03303389765236061	0.9675057628591628	DEL_17p	0.1541219719943876
DEL_18p	AMP_4q	0.8625907365460482	-0.14781493381742306	0.8625907365460482	DEL_18p	0.4283399385102168
DEL_20p	AMP_4q	1	0	1	DEL_20p	0.07776911411559004
DEL_22q	AMP_4q	0.9433922885446144	-0.05827308227539624	0.9433922885446144	DEL_22q	0.17547735621997276
t_4_14	AMP_4q	0.059650279275542575	-2.819256448545692	0.059650279275542575	t_4_14	0.9757224513246515
t_11_14	AMP_4q	0.9987321766742734	-0.0012686276936554012	0.9987321766742734	t_11_14	0.011173966996195266
t_others	AMP_4q	0.4367556593167161	-0.8283813722574953	0.4367556593167161	t_others	0.790709035462648
HyperDiploidy	AMP_4q	1.7915727843353703e-5	-10.929831580438234	0.001	HyperDiploidy	0.9999979658085085
t_IgH	AMP_4q	0.7005552313066372	-0.35588207076484646	0.7005552313066372	t_IgH	0.44149715569948933
AMP_1q	AMP_5p	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_5p	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_5p	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_5p	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_5p	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_5p	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_5p	7.992144394621289e-129	-294.9550178876538	0.001	AMP_5q	1
AMP_6p	AMP_5p	5.999253568398054e-6	-12.023875501742188	0.001	AMP_6p	0.9999983218422499
AMP_6q	AMP_5p	0.013626247890060325	-4.2957573543654695	0.013626247890060325	AMP_6q	0.9955170731718165
AMP_7p	AMP_5p	6.474402993489765e-39	-87.93296222521067	0.001	AMP_7p	1
AMP_7q	AMP_5p	8.391949509802438e-39	-87.67354577215966	0.001	AMP_7q	1
AMP_8q	AMP_5p	0.033804365183511695	-3.3871653373908024	0.033804365183511695	AMP_8q	0.9825776615174497
AMP_9p	AMP_5p	1.01133874681409e-70	-161.16968156452378	0.001	AMP_9p	1
AMP_9q	AMP_5p	5.29193390004458e-68	-154.90960256796376	0.001	AMP_9q	1
AMP_11p	AMP_5p	5.796503060325688e-32	-71.92546816072033	0.001	AMP_11p	1
AMP_11q	AMP_5p	1.9696587599842163e-26	-59.189352108381435	0.001	AMP_11q	1
AMP_15q	AMP_5p	1.6360593949392123e-74	-169.89900633906277	0.001	AMP_15q	1
AMP_17p	AMP_5p	3.4565489877140807e-6	-12.575239869026174	0.001	AMP_17p	0.9999994900940958
AMP_17q	AMP_5p	1.1802298974602774e-6	-13.649801310107113	0.001	AMP_17q	0.9999998086767006
AMP_18p	AMP_5p	2.758286949214867e-6	-12.800900741505258	0.001	AMP_18p	0.9999993674046224
AMP_18q	AMP_5p	2.9021975339896667e-6	-12.750042337593568	0.001	AMP_18q	0.9999993132646731
AMP_19p	AMP_5p	1.20940038823404e-69	-158.68824672671846	0.001	AMP_19p	1
AMP_19q	AMP_5p	1.7288991732092252e-68	-156.02830143368445	0.001	AMP_19q	1
AMP_21q	AMP_5p	2.8095201058246346e-22	-49.62385835795339	0.001	AMP_21q	1
DEL_1p	AMP_5p	0.2230416492449183	-1.5003967570465422	0.2230416492449183	DEL_1p	0.8349619951677846
DEL_6q	AMP_5p	0.8566939256592112	-0.15467457043156638	0.8566939256592112	DEL_6q	0.21804717651410702
DEL_8p	AMP_5p	0.44211372222232803	-0.8161881399020946	0.44211372222232803	DEL_8p	0.6491387668587446
DEL_12p	AMP_5p	0.9953592838225331	-0.004651517731707459	0.9953592838225331	DEL_12p	0.013161422673399257
DEL_13q	AMP_5p	0.9999999950170846	-4.982915426035226e-9	0.9999999950170846	DEL_13q	0.001
DEL_14q	AMP_5p	0.9999999048146123	-9.518539221306823e-8	0.9999999048146123	DEL_14q	0.001
DEL_16p	AMP_5p	0.9921066182046929	-0.007924699443689478	0.9921066182046929	DEL_16p	0.02549960940833404
DEL_16q	AMP_5p	0.016268928621193376	-4.118498209876777	0.016268928621193376	DEL_16q	0.9904914106657126
DEL_17p	AMP_5p	0.9796333762494963	-0.020576883180438123	0.9796333762494963	DEL_17p	0.042575546934516484
DEL_18p	AMP_5p	0.8602543307776435	-0.15052719999272837	0.8602543307776435	DEL_18p	0.24880503023968611
DEL_20p	AMP_5p	0.993565450876021	-0.00645534007009078	0.993565450876021	DEL_20p	0.017669608104765203
DEL_22q	AMP_5p	0.9996563998036037	-3.436592404692489e-4	0.9996563998036037	DEL_22q	0.001
t_4_14	AMP_5p	0.9999999999989272	-1.0728085086958643e-12	0.9999999999989272	t_4_14	0.001
t_11_14	AMP_5p	1	0	1	t_11_14	0.001
t_others	AMP_5p	0.9999963893203223	-3.610686196209801e-6	0.9999963893203223	t_others	0.001
HyperDiploidy	AMP_5p	6.817690503392612e-66	-150.0510953589679	0.001	HyperDiploidy	1
t_IgH	AMP_5p	1	0	1	t_IgH	0.001
AMP_1q	AMP_5q	NA	NA	NA	AMP_1q	NA
AMP_3p	AMP_5q	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_5q	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_5q	NA	NA	NA	AMP_4p	NA
AMP_4q	AMP_5q	NA	NA	NA	AMP_4q	NA
AMP_5p	AMP_5q	NA	NA	NA	AMP_5p	NA
AMP_5q	AMP_5q	NA	NA	NA	AMP_5q	NA
AMP_6p	AMP_5q	5.498344425410276e-6	-12.111063524601292	0.001	AMP_6p	0.9999984661378403
AMP_6q	AMP_5q	0.008616851443999322	-4.754035522747861	0.008616851443999322	AMP_6q	0.9973430780483734
AMP_7p	AMP_5q	1.0702873464969475e-40	-92.03547655921261	0.001	AMP_7p	1
AMP_7q	AMP_5q	3.3657944682567536e-38	-86.28456950099338	0.001	AMP_7q	1
AMP_8q	AMP_5q	0.03532736504984075	-3.343097401489455	0.03532736504984075	AMP_8q	0.9817453009287929
AMP_9p	AMP_5q	7.431486033774483e-70	-159.17523066630608	0.001	AMP_9p	1
AMP_9q	AMP_5q	2.0212264292987968e-67	-153.56949676020758	0.001	AMP_9q	1
AMP_11p	AMP_5q	4.702070961969283e-30	-67.52954974794811	0.001	AMP_11p	1
AMP_11q	AMP_5q	3.439298397927386e-26	-58.63194492135222	0.001	AMP_11q	1
AMP_15q	AMP_5q	1.496025724792314e-73	-167.68589971344412	0.001	AMP_15q	1
AMP_17p	AMP_5q	8.30837304139985e-6	-11.698246751490004	0.001	AMP_17p	0.99999863439499
AMP_17q	AMP_5q	2.322049762241789e-6	-12.973060244150858	0.001	AMP_17q	0.9999995946540106
AMP_18p	AMP_5q	4.7341422627004336e-5	-9.958124903062448	0.001	AMP_18p	0.9999866964115365
AMP_18q	AMP_5q	4.533281160682907e-5	-10.001479469635445	0.001	AMP_18q	0.9999870089441573
AMP_19p	AMP_5q	4.5649432846457184e-70	-159.6625504195684	0.001	AMP_19p	1
