Var1	Var2	value	logP	pval.thresh	Var_fact	pval.thresh_inv
AMP_8q	AMP_2p	8.248897940918631e-4	-7.10026076347154	0.001	AMP_8q	0.9997352596440674
AMP_9p	AMP_2p	4.050713579679049e-12	-26.232128057816833	0.001	AMP_9p	0.9999999999996224
AMP_9q	AMP_2p	3.686315749097182e-10	-21.721223412642324	0.001	AMP_9q	0.9999999999549556
AMP_11p	AMP_2p	1.584091475845576e-8	-17.96066970232508	0.001	AMP_11p	0.999999996615176
AMP_11q	AMP_2p	6.817538889445428e-7	-14.198597110881218	0.001	AMP_11q	0.9999998265185922
AMP_15q	AMP_2p	3.1359263248141064e-12	-26.48809650707921	0.001	AMP_15q	0.9999999999996838
AMP_17p	AMP_2p	3.753605994875648e-4	-7.887623395400149	0.001	AMP_17p	0.9999108730655046
AMP_17q	AMP_2p	3.86001575486028e-7	-14.76742438591989	0.001	AMP_17q	0.9999999347295535
AMP_18p	AMP_2p	5.151095748625642e-4	-7.571130913208742	0.001	AMP_18p	0.9998473468910838
AMP_18q	AMP_2p	0.0025084503528694014	-5.988090105796754	0.0025084503528694014	AMP_18q	0.9991466912932411
AMP_19p	AMP_2p	8.304224239023296e-11	-23.211671693139618	0.001	AMP_19p	0.9999999999912625
AMP_19q	AMP_2p	1.0591596480112276e-10	-22.968375121131682	0.001	AMP_19q	0.999999999986027
AMP_21q	AMP_2p	4.5042731833719514e-7	-14.613069108458514	0.001	AMP_21q	0.9999998895943717
DEL_1p	AMP_2p	0.9973898734549037	-0.0026135388644037885	0.9973898734549037	DEL_1p	0.008017043757968849
DEL_6q	AMP_2p	0.9842724332566882	-0.01585255718364947	0.9842724332566882	DEL_6q	0.051121380442942385
DEL_8p	AMP_2p	0.060286700514924754	-2.8086437548829433	0.060286700514924754	DEL_8p	0.9685762625622238
DEL_12p	AMP_2p	0.5191507860630932	-0.6555609060989978	0.5191507860630932	DEL_12p	0.6695719546231433
DEL_13q	AMP_2p	0.9905578758965584	-0.009486983559582635	0.9905578758965584	DEL_13q	0.018658911579602387
DEL_14q	AMP_2p	0.8338806887475628	-0.18166494591299312	0.8338806887475628	DEL_14q	0.2660520359262997
DEL_16q	AMP_2p	0.19219441150224464	-1.6492478593398254	0.19219441150224464	DEL_16q	0.87804419568451475
DEL_17p	AMP_2p	0.27110197182065804	-1.3052602490968932	0.27110197182065804	DEL_17p	0.8457267762490943
DEL_20p	AMP_2p	0.9630671427743687	-0.03763214710737995	0.9630671427743687	DEL_20p	0.12258673797212064
DEL_22q	AMP_2p	0.9956014580481138	-0.004408243997894376	0.9956014580481138	DEL_22q	0.020719130231508696
HyperDiploidy	AMP_2p	8.355775210022978e-10	-20.902897988232816	0.001	HyperDiploidy	0.9999999999129644
MM_risk_1	AMP_2p	0.36648986375595793	-1.0037844149111281	0.36648986375595793	MM_risk_1	0.7403467266832799
MM_risk_2	AMP_2p	0.09366564685177166	-2.3680237860792777	0.09366564685177166	MM_risk_2	0.9428918223454608
MM_risk_3	AMP_2p	0.9776115864795294	-0.022642838671528078	0.9776115864795294	MM_risk_3	0.041602569131878785
t_CCND1	AMP_2p	0.9999997648992993	-2.351007283212832e-7	0.9999997648992993	t_CCND1	0.001
t_MYC	AMP_2p	0.33757193097886845	-1.0859766625519973	0.33757193097886845	t_MYC	0.7796067380553883
t_WHSC1	AMP_2p	0.9462711313606178	-0.055226142790931014	0.9462711313606178	t_WHSC1	0.12076405007162501
AMP_1p	AMP_2q	NA	NA	NA	AMP_1p	NA
AMP_1q	AMP_2q	NA	NA	NA	AMP_1q	NA
AMP_2p	AMP_2q	NA	NA	NA	AMP_2p	NA
AMP_2q	AMP_2q	NA	NA	NA	AMP_2q	NA
AMP_3p	AMP_2q	7.810599939305803e-12	-25.575539338214693	0.001	AMP_3p	0.9999999999992895
AMP_3q	AMP_2q	4.6619183743552895e-11	-23.789008991192517	0.001	AMP_3q	0.9999999999957485
AMP_4p	AMP_2q	0.005350955605615122	-5.230480116152509	0.005350955605615122	AMP_4p	0.9987247221690847
AMP_4q	AMP_2q	5.999483311263189e-4	-7.418667021245688	0.001	AMP_4q	0.9998790910431948
AMP_5p	AMP_2q	1.3531062830049657e-9	-20.420862937254636	0.001	AMP_5p	0.9999999998434916
AMP_5q	AMP_2q	5.277369542318017e-10	-21.362423149104323	0.001	AMP_5q	0.9999999999416966
AMP_6p	AMP_2q	1.3380358205181374e-13	-29.642403475887217	0.001	AMP_6p	0.9999999999999873
AMP_6q	AMP_2q	7.683399439017125e-9	-18.684203752432243	0.001	AMP_6q	0.9999999990213706
AMP_7p	AMP_2q	5.348634882740044e-10	-21.349009563696594	0.001	AMP_7p	0.9999999999277616
AMP_7q	AMP_2q	1.9053845971935176e-11	-24.683752146441975	0.001	AMP_7q	0.9999999999979122
AMP_8q	AMP_2q	0.03834300123558983	-3.2611832649397985	0.03834300123558983	AMP_8q	0.9842506823090447
AMP_9p	AMP_2q	1.288992014317234e-10	-22.771990401256875	0.001	AMP_9p	0.9999999999919689
AMP_9q	AMP_2q	8.427522365229582e-10	-20.894348107978733	0.001	AMP_9q	0.9999999999423457
AMP_11p	AMP_2q	4.836853864776915e-9	-19.147001355516284	0.001	AMP_11p	0.9999999992708737
AMP_11q	AMP_2q	4.3688191236659605e-7	-14.643602901785147	0.001	AMP_11q	0.999999915987006
AMP_15q	AMP_2q	1.7824559520017995e-11	-24.750443861292958	0.001	AMP_15q	0.9999999999989888
AMP_17p	AMP_2q	6.566497717557654e-5	-9.630944846516085	0.001	AMP_17p	0.9999883112262138
AMP_17q	AMP_2q	5.256319263156574e-7	-14.45866462901107	0.001	AMP_17q	0.9999999246404152
AMP_18p	AMP_2q	0.001795401818892229	-6.322526427557523	0.001795401818892229	AMP_18p	0.9994886103392326
AMP_18q	AMP_2q	0.007936964675419088	-4.836224359504559	0.007936964675419088	AMP_18q	0.9973555226323677
AMP_19p	AMP_2q	9.533516502747682e-11	-23.073622380386453	0.001	AMP_19p	0.9999999999956525
AMP_19q	AMP_2q	1.3744032885795153e-10	-22.707831264957168	0.001	AMP_19q	0.999999999989597
AMP_21q	AMP_2q	1.0452969041704514e-4	-9.16603940809012	0.001	AMP_21q	0.9999705659149283
DEL_1p	AMP_2q	0.995686485366214	-0.004322844677888448	0.995686485366214	DEL_1p	0.014980281881243826
DEL_6q	AMP_2q	0.979013904097913	-0.021209434205274755	0.979013904097913	DEL_6q	0.0777186638282265
DEL_8p	AMP_2q	0.13940163922073834	-1.9703960216090814	0.13940163922073834	DEL_8p	0.9250485366307368
DEL_12p	AMP_2q	0.9759645063466558	-0.024329059678418467	0.9759645063466558	DEL_12p	0.12017746826672066
DEL_13q	AMP_2q	0.9999707285974362	-2.927183097967727e-5	0.9999707285974362	DEL_13q	0.001
DEL_14q	AMP_2q	0.8467761722575781	-0.16631887868891343	0.8467761722575781	DEL_14q	0.2674960411888535
DEL_16q	AMP_2q	0.6768230579419157	-0.3903454022073467	0.6768230579419157	DEL_16q	0.46100783644520993
DEL_17p	AMP_2q	0.4895400192196365	-0.7142890650527691	0.4895400192196365	DEL_17p	0.6974757582357403
DEL_20p	AMP_2q	0.8856231386740094	-0.12146377024835271	0.8856231386740094	DEL_20p	0.29419567648862166
DEL_22q	AMP_2q	0.9963303665096872	-0.0036763831127759527	0.9963303665096872	DEL_22q	0.026219870585833877
HyperDiploidy	AMP_2q	3.5758065097822855e-9	-19.44907508910175	0.001	HyperDiploidy	0.9999999998031376
MM_risk_1	AMP_2q	0.8748824953051946	-0.13366569272215467	0.8748824953051946	MM_risk_1	0.2209791827786678
MM_risk_2	AMP_2q	0.026413467433519144	-3.6338812688444273	0.026413467433519144	MM_risk_2	0.9872859931202391
MM_risk_3	AMP_2q	0.9248273565115641	-0.07814820049854439	0.9248273565115641	MM_risk_3	0.13016842279444385
t_CCND1	AMP_2q	0.999985417226454	-1.4582879875721628e-5	0.999985417226454	t_CCND1	0.001
t_MYC	AMP_2q	0.14355190292224335	-1.9410586163396149	0.14355190292224335	t_MYC	0.9262255105589945
t_WHSC1	AMP_2q	0.9990395401572867	-9.609213798169466e-4	0.9990395401572867	t_WHSC1	0.008385390984040333
AMP_1p	AMP_3p	NA	NA	NA	AMP_1p	NA
AMP_1q	AMP_3p	NA	NA	NA	AMP_1q	NA
AMP_2p	AMP_3p	NA	NA	NA	AMP_2p	NA
AMP_2q	AMP_3p	NA	NA	NA	AMP_2q	NA
AMP_3p	AMP_3p	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_3p	1.1222759107497324e-180	-414.3499580522994	0.001	AMP_3q	1
AMP_4p	AMP_3p	3.4832107483039624e-6	-12.567556060715273	0.001	AMP_4p	0.9999991878707815
AMP_4q	AMP_3p	1.1343931394486912e-7	-15.99199782191652	0.001	AMP_4q	0.9999999770580842
AMP_5p	AMP_3p	7.841954877436968e-51	-115.37235159280385	0.001	AMP_5p	1
AMP_5q	AMP_3p	1.9622017921341044e-50	-114.45518744362658	0.001	AMP_5q	1
AMP_6p	AMP_3p	2.795331746329352e-19	-42.72116597453993	0.001	AMP_6p	1
AMP_6q	AMP_3p	4.726342767527237e-14	-30.683039597739796	0.001	AMP_6q	0.9999999999999922
AMP_7p	AMP_3p	2.1726991024200167e-44	-100.53777387109635	0.001	AMP_7p	1
AMP_7q	AMP_3p	1.5977016998455565e-46	-105.4503481187424	0.001	AMP_7q	1
AMP_8q	AMP_3p	3.826881427316319e-5	-10.170875242200715	0.001	AMP_8q	0.9999841622715586
AMP_9p	AMP_3p	2.8931136503008835e-64	-146.30311264181276	0.001	AMP_9p	1
AMP_9q	AMP_3p	2.335716704356999e-60	-137.3067867958508	0.001	AMP_9q	1
AMP_11p	AMP_3p	1.0868613448033014e-43	-98.92786495641973	0.001	AMP_11p	1
AMP_11q	AMP_3p	1.2964323782150388e-34	-78.02827699434205	0.001	AMP_11q	1
AMP_15q	AMP_3p	4.5681730143787364e-71	-161.96442825563895	0.001	AMP_15q	1
AMP_17p	AMP_3p	5.5035500151077676e-12	-25.925627774615766	0.001	AMP_17p	0.9999999999992918
AMP_17q	AMP_3p	1.0095582027864362e-13	-29.924093396750493	0.001	AMP_17q	0.9999999999999866
AMP_18p	AMP_3p	2.0728378067044382e-8	-17.691762154416217	0.001	AMP_18p	0.9999999941616581
AMP_18q	AMP_3p	6.733787589514667e-8	-16.51354296669959	0.001	AMP_18q	0.9999999796469221
AMP_19p	AMP_3p	2.5608571139606068e-68	-155.6354443109992	0.001	AMP_19p	1
AMP_19q	AMP_3p	2.8846072515138068e-68	-155.51639756755947	0.001	AMP_19q	1
AMP_21q	AMP_3p	3.0997585308817895e-22	-49.525547830675684	0.001	AMP_21q	1
DEL_1p	AMP_3p	0.9655656540706639	-0.03504117935227922	0.9655656540706639	DEL_1p	0.050268570000926244
DEL_6q	AMP_3p	0.9608895437577637	-0.039895815475507315	0.9608895437577637	DEL_6q	0.06302148014402327
DEL_8p	AMP_3p	0.23733684632585933	-1.438274854413018	0.23733684632585933	DEL_8p	0.81534596353399
DEL_12p	AMP_3p	0.9976592200660789	-0.0023435238420303054	0.9976592200660789	DEL_12p	0.005660485105648947
DEL_13q	AMP_3p	0.9999999999980671	-1.9328982858742656e-12	0.9999999999980671	DEL_13q	0.001
DEL_14q	AMP_3p	0.9999845442245949	-1.5455894846798433e-5	0.9999845442245949	DEL_14q	0.001
DEL_16q	AMP_3p	0.9520611305669543	-0.0491260334719099	0.9520611305669543	DEL_16q	0.06765528873073333
DEL_17p	AMP_3p	0.9638362737245468	-0.03683383933083078	0.9638362737245468	DEL_17p	0.060860802334430204
DEL_20p	AMP_3p	0.9993521055241703	-6.481044501546317e-4	0.9993521055241703	DEL_20p	0.0017578428308625577
DEL_22q	AMP_3p	0.9998446477430896	-1.5536432532221796e-4	0.9998446477430896	DEL_22q	0.001
HyperDiploidy	AMP_3p	1.3567784034428587e-89	-204.6249602078151	0.001	HyperDiploidy	1
MM_risk_1	AMP_3p	0.9993534316068534	-6.467775086332608e-4	0.9993534316068534	MM_risk_1	0.0011769602951952711
MM_risk_2	AMP_3p	0.9981616614606958	-0.0018400303573375082	0.9981616614606958	MM_risk_2	0.0029189479313921356
MM_risk_3	AMP_3p	4.953451858943297e-8	-16.82059606516291	0.001	MM_risk_3	0.9999999778830422
t_CCND1	AMP_3p	1	0	1	t_CCND1	0.001
t_MYC	AMP_3p	2.611653841234438e-4	-8.250356695671172	0.001	t_MYC	0.9998769741383295
t_WHSC1	AMP_3p	0.9993398725146769	-6.603454654065513e-4	0.9993398725146769	t_WHSC1	0.0013988633537024408
AMP_1p	AMP_3q	NA	NA	NA	AMP_1p	NA
AMP_1q	AMP_3q	NA	NA	NA	AMP_1q	NA
AMP_2p	AMP_3q	NA	NA	NA	AMP_2p	NA
AMP_2q	AMP_3q	NA	NA	NA	AMP_2q	NA
AMP_3p	AMP_3q	NA	NA	NA	AMP_3p	NA
AMP_3q	AMP_3q	NA	NA	NA	AMP_3q	NA
AMP_4p	AMP_3q	1.5587712689591622e-5	-11.06902760216963	0.001	AMP_4p	0.9999960601766462
AMP_4q	AMP_3q	7.780768647332321e-7	-14.066440519790582	0.001	AMP_4q	0.9999998284301053
AMP_5p	AMP_3q	8.111135908214226e-52	-117.64118691470578	0.001	AMP_5p	1
AMP_5q	AMP_3q	7.013056554744192e-52	-117.78665120189545	0.001	AMP_5q	1
AMP_6p	AMP_3q	4.272277551998074e-20	-44.59955479029648	0.001	AMP_6p	1
AMP_6q	AMP_3q	2.4983811864640878e-14	-31.320548305191974	0.001	AMP_6q	0.9999999999999962
AMP_7p	AMP_3q	1.8063164028943876e-50	-114.5379650146513	0.001	AMP_7p	1
AMP_7q	AMP_3q	2.0621918172302166e-52	-119.01065542957723	0.001	AMP_7q	1
AMP_8q	AMP_3q	1.8400130162012323e-6	-13.205737912345992	0.001	AMP_8q	0.9999993381299196
AMP_9p	AMP_3q	1.4827911935083217e-65	-149.27410479143225	0.001	AMP_9p	1
AMP_9q	AMP_3q	1.2633731325953257e-60	-137.92132034633912	0.001	AMP_9q	1
AMP_11p	AMP_3q	1.1346242199216538e-45	-103.49002767238849	0.001	AMP_11p	1
AMP_11q	AMP_3q	1.4698532881481381e-34	-77.90273056996851	0.001	AMP_11q	1
AMP_15q	AMP_3q	1.0593923395384548e-74	-170.33360140240075	0.001	AMP_15q	1
AMP_17p	AMP_3q	1.1777103826200286e-11	-25.164863823093707	0.001	AMP_17p	0.9999999999985468
AMP_17q	AMP_3q	7.660963845398138e-14	-30.20005349769891	0.001	AMP_17q	0.9999999999999907
AMP_18p	AMP_3q	5.116799286389562e-12	-25.998492011735262	0.001	AMP_18p	0.9999999999989788
AMP_18q	AMP_3q	7.91206841682547e-12	-25.56263187442289	0.001	AMP_18q	0.9999999999983389
AMP_19p	AMP_3q	7.430812695668963e-68	-154.57015109054166	0.001	AMP_19p	1
AMP_19q	AMP_3q	2.8644649845493706e-66	-150.91823454674633	0.001	AMP_19q	1
AMP_21q	AMP_3q	3.883061348858301e-24	-53.905418381886946	0.001	AMP_21q	1
DEL_1p	AMP_3q	0.9944598863259642	-0.005555517021001599	0.9944598863259642	DEL_1p	0.008996800353242653
DEL_6q	AMP_3q	0.9915637571737415	-0.008472029334019648	0.9915637571737415	DEL_6q	0.015331262557145573
DEL_8p	AMP_3q	0.028472379859565154	-3.5588207893499963	0.028472379859565154	DEL_8p	0.9814034496336305
DEL_12p	AMP_3q	0.9981930814085762	-0.0018085530379931536	0.9981930814085762	DEL_12p	0.004340286082166459
DEL_13q	AMP_3q	0.9999999999444501	-5.5549898016360144e-11	0.9999999999444501	DEL_13q	0.001
DEL_14q	AMP_3q	0.9999866741618937	-1.3325926896084464e-5	0.9999866741618937	DEL_14q	0.001
DEL_16q	AMP_3q	0.8290485728174128	-0.1874765335036844	0.8290485728174128	DEL_16q	0.21681403447471492
DEL_17p	AMP_3q	0.8677560958419677	-0.1418445993822103	0.8677560958419677	DEL_17p	0.19062798840325831
DEL_20p	AMP_3q	0.9967751761120887	-0.003230034838412948	0.9967751761120887	DEL_20p	0.007292980125782918
DEL_22q	AMP_3q	0.9985385794498355	-0.0014624894667280882	0.9985385794498355	DEL_22q	0.0030719830006610935
HyperDiploidy	AMP_3q	5.652281143098364e-93	-212.40835444262854	0.001	HyperDiploidy	1
MM_risk_1	AMP_3q	0.9983831667079968	-0.0016181417775424883	0.9983831667079968	MM_risk_1	0.0027724971619253014
MM_risk_2	AMP_3q	0.9952559650377647	-0.004755323612748878	0.9952559650377647	MM_risk_2	0.00716106646133459
