	AveExpr	Coef.r1v3	Coef.r1v2	Coef.r2vr3	t.r1v3	t.r1v2	t.r2vr3	P.value.r1v3	P.value.r1v2	P.value.r2vr3	Results.r1v3	Results.r1v2	Results.r2vr3	Genes.genes.hgnc_symbol	Genes.genes.ensembl_gene_id	Genes.genes.length
31	3.69630800052886	0.0203972075391654	-0.129851754158083	0.150248961697249	0	0	0	1	1	1	0	0	0	SNX11	ENSG00000002919	20244
32	-2.17330983876142	-0.387386893891766	-0.18211889092987	-0.205268002961896	0	0	0	0.969998560862669	0.991597314453674	0.997835991642925	0	0	0	TMEM176A	ENSG00000002933	4715
33	6.16761665596626	0.125576836868306	0.0187762114941235	0.106800625374182	0	0	0	1	1	1	0	0	0	M6PR	ENSG00000003056	9400
34	-5.0439471010787	1.98681768367444	1.20263592405844	0.784181759615998	3.46451004274036	0.690805809674129	0	0.000294477696076149	0.245045159111255	0.791173608020039	1	0	0	KLHL13	ENSG00000003096	219527
36	2.8195572946761	-0.676960575379267	-0.247631771164825	-0.429328804214442	0	0	0	0.910192608611351	0.998241308899735	0.997721379917676	0	0	0	ICA1	ENSG00000003147	149503
37	-0.971952446365709	0.0925087963307928	-0.0151087152192919	0.107617511550085	0	0	0	0.999807946945543	0.999959114568994	0.999964939045177	0	0	0	DBNDD1	ENSG00000003249	15019
38	3.62388433730866	0.547137916764437	0.146594576699409	0.400543340065028	0	0	0	0.999999999968391	1	1	0	0	0	ALS2	ENSG00000003393	81845
39	6.98038814740636	0.0880196425601891	0.0638221946839783	0.0241974478762108	0	0	0	1	1	1	0	0	0	CASP10	ENSG00000003400	46508
40	8.56397837880135	0.252803849676692	0.0406096627648349	0.212194186911857	0	0	0	0.999999999992453	1	1	0	0	0	CFLAR	ENSG00000003402	60533
41	0.229221701342238	0.592904611581717	0.234229844969977	0.35867476661174	0	0	0	0.975767183309259	0.999837573698963	0.999723641120791	0	0	0	TFPI	ENSG00000003436	101530
42	3.21698407951756	0.195124359665547	-0.00436252814680316	0.19948688781235	0	0	0	1	1	1	0	0	0	NDUFAF7	ENSG00000003509	21772
43	6.79435438494187	-0.331831916493242	-0.119799598499258	-0.212032317993984	0	0	0	1	1	1	0	0	0	RBM5	ENSG00000003756	30102
44	0.104780886048207	-0.297996193875361	-0.116739901393439	-0.181256292481922	0	0	0	0.999999999999982	1	1	0	0	0	MTMR7	ENSG00000003987	116734
45	-4.48016231409983	-0.38717853195141	0.370371329790042	-0.757549861741452	0	0	0	0.95472597517238	0.947513102667825	0.776191547549561	0	0	0	SLC7A2	ENSG00000003989	73485
46	5.27869101056509	0.214680881873032	0.118403131008866	0.0962777508641661	0	0	0	1	1	1	0	0	0	ARF5	ENSG00000004059	3314
47	2.85968116199432	-0.510537398333523	-0.188729149973079	-0.321808248360444	0	0	0	0.999903932001249	0.999999995792613	0.999999999384392	0	0	0	SARM1	ENSG00000004139	39693
48	5.49218347473466	0.138430409947455	0.0325833365428609	0.105847073404594	0	0	0	1	1	1	0	0	0	POLDIP2	ENSG00000004142	10894
49	0.49079814604556	-0.379011995482869	-0.245874541808944	-0.133137453673925	0	0	0	0.983029151411653	0.992811521679217	0.999743293966191	0	0	0	PLXND1	ENSG00000004399	51462
50	5.40849237632375	0.0322156127047517	-0.00934723311068275	0.0415628458154345	0	0	0	1	1	1	0	0	0	AK2	ENSG00000004455	73056
51	8.00720964948455	-0.225646895348367	-0.0445146354191435	-0.181132259929224	0	0	0	1	1	1	0	0	0	CD38	ENSG00000004468	74957
52	5.11107381142864	0.437981594604194	0.263022811183576	0.174958783420618	0	0	0	0.999999999995744	1	1	0	0	0	FKBP4	ENSG00000004478	10453
53	4.76919240855578	0.163079648572809	0.0669578933053634	0.0961217552674452	0	0	0	1	1	1	0	0	0	KDM1A	ENSG00000004487	64246
54	7.02277587985836	-0.247606527094865	-0.138716586682867	-0.108889940411998	0	0	0	1	1	1	0	0	0	RBM6	ENSG00000004534	160038
55	3.04188986285731	-0.154491350031806	0.061618336287165	-0.216109686318971	0	0	0	0.999999999999475	0.999999999999955	0.999999999999973	0	0	0	CAMKK1	ENSG00000004660	34576
56	4.46608763644484	0.366094076391237	0.203092938031459	0.163001138359777	0	0	0	0.999999999999999	1	1	0	0	0	RECQL	ENSG00000004700	32759
57	3.71888335483286	0.180884561408573	0.0314301317784031	0.14945442963017	0	0	0	1	1	1	0	0	0	VPS50	ENSG00000004766	128783
58	-5.57712964437029	0.656233968491824	0.376904209776286	0.279329758715538	0	0	0	0.923953643255488	0.993458990644072	0.999611941691556	0	0	0	HSPB6	ENSG00000004776	3513
59	3.2880720543952	-0.081756259250751	0.00399100835884258	-0.0857472676095936	0	0	0	1	1	1	0	0	0	ARHGAP33	ENSG00000004777	14290
60	4.91058505113691	0.114917328475952	0.0294903628305416	0.0854269656454107	0	0	0	1	1	1	0	0	0	NDUFAB1	ENSG00000004779	15302
61	1.90747323848076	-0.515006174164593	-0.486723464139634	-0.028282710024959	0	0	0	0.928771364105657	0.931575950453138	0.999891495658131	0	0	0	PDK4	ENSG00000004799	13017
62	-5.27189232376672	-0.342254885208591	0.100207934086817	-0.442462819295408	0	0	0	0.98710082603094	0.998149780243118	0.985255585642715	0	0	0	SLC22A16	ENSG00000004809	51954
63	-0.0305654000967184	-0.596900010602882	-0.292923396567087	-0.303976614035796	0	0	0	0.996920245936726	0.999996741720259	0.999999986826524	0	0	0	ZMYND10	ENSG00000004838	4622
65	-3.36914047825555	-0.0639797700291789	-0.0503913702002698	-0.013588399828909	0	0	0	0.993918323858447	0.994048613587368	0.99947215404617	0	0	0	ARX	ENSG00000004848	12726
66	3.24126739190339	0.412314530717417	0.225195121617528	0.187119409099889	0	0	0	1	1	1	0	0	0	SLC25A13	ENSG00000004864	201927
67	5.01680880395569	-0.0267487520290279	-0.0596469775843875	0.0328982255553596	0	0	0	1	1	1	0	0	0	ST7	ENSG00000004866	276938
68	5.50333280185268	-0.00695637816648187	0.00143876941722176	-0.00839514758370363	0	0	0	1	1	1	0	0	0	CDC27	ENSG00000004897	71719
69	-0.361428530969775	-0.121923470700326	0.206639177776885	-0.328562648477211	0	0	0	0.994407029663525	0.9834926206737	0.984569291769925	0	0	0	SLC4A1	ENSG00000004939	19751
71	3.42269380671011	0.197875238889633	0.0491113151476963	0.148763923741937	0	0	0	1	1	1	0	0	0	HCCS	ENSG00000004961	11785
72	4.08513262223637	0.340784502513506	0.199846723074852	0.140937779438653	0	0	0	1	1	1	0	0	0	DVL2	ENSG00000004975	9175
74	6.46265959258216	-0.208355134533649	-0.0941457234304357	-0.114209411103213	0	0	0	1	1	1	0	0	0	UPF1	ENSG00000005007	36271
75	3.93703809549674	0.130340657832171	-0.0144238223410023	0.144764480173173	0	0	0	0.999999999260058	0.999999999982817	0.999999999994371	0	0	0	SKAP2	ENSG00000005020	328171
76	7.2282985266605	-0.108832784613142	-0.116752794344856	0.00792000973171358	0	0	0	1	1	1	0	0	0	SLC25A5	ENSG00000005022	2974
77	3.86682740023478	0.427137162265991	0.174294994789284	0.252842167476708	0	0	0	0.999999998834734	1	1	0	0	0	MCUB	ENSG00000005059	128510
79	5.12625755091402	0.13011313970185	0.0585363101440013	0.0715768295578485	0	0	0	1	1	1	0	0	0	POLR2J	ENSG00000005075	5794
80	4.22354094179906	0.143312857178624	0.0247900780559167	0.118522779122707	0	0	0	1	1	1	0	0	0	DHX33	ENSG00000005100	28065
82	-0.73740018613558	-1.10812837334826	-0.641079396814249	-0.467048976534009	-0.283524361579637	0	0	0.388461204714137	0.811919672276045	0.958630090690993	0	0	0	THSD7A	ENSG00000005108	461833
83	4.40243526117937	0.21846694835239	0.23093207952917	-0.0124651311767803	0	0	0	1	1	1	0	0	0	LIG3	ENSG00000005156	29231
84	3.86440198996419	0.19682618596879	0.0943561957588961	0.102469990209894	0	0	0	1	1	1	0	0	0	RPAP3	ENSG00000005175	44781
85	2.38066497567429	-0.519078971057915	-0.184656691006657	-0.334422280051259	0	0	0	0.99984577990034	0.999999993865169	0.999999997710713	0	0	0	ACSM3	ENSG00000005187	187338
86	0.245400671117004	0.781345994229006	0.350563683143436	0.430782311085569	0	0	0	0.955166797344669	0.999999448451242	0.999999300012323	0	0	0	REXO5	ENSG00000005189	43236
87	3.79328862832387	0.0158544558055667	-0.0662270333382189	0.0820814891437855	0	0	0	1	1	1	0	0	0	CIAPIN1	ENSG00000005194	19233
88	5.90421084330854	0.0595649262475355	0.00995789785063561	0.0496070283968999	0	0	0	1	1	1	0	0	0	SPPL2B	ENSG00000005206	26480
89	3.93276942336174	0.0487680468606855	0.0276112549961915	0.0211567918644939	0	0	0	1	1	1	0	0	0	FAM214B	ENSG00000005238	12229
90	2.11296012667244	-0.0293113238808334	-0.299741302574694	0.27042997869386	0	0	0	0.999998802821861	0.999527640459416	0.999985015938614	0	0	0	COPZ2	ENSG00000005243	11863
91	0.243467920888151	-0.104701981282796	-0.131667277400001	0.0269652961172051	0	0	0	0.999953720698332	0.999858656251454	0.99999965537458	0	0	0	PRKAR2B	ENSG00000005249	117106
92	5.33169353402908	-0.284791915055652	-0.112810736054414	-0.171981179001238	0	0	0	1	1	1	0	0	0	MSL3	ENSG00000005302	17613
93	5.83921900148439	-0.025285616100998	0.0165437217592155	-0.0418293378602135	0	0	0	1	1	1	0	0	0	CREBBP	ENSG00000005339	155659
94	1.71984205088786	0.368359015279965	0.196132921482606	0.172226093797359	0	0	0	0.999924244649516	0.999998128441986	0.999999980798387	0	0	0	TSPOAP1	ENSG00000005379	27567
95	-0.584280417263808	-0.220547429152364	0.214738559102653	-0.435285988255017	0	0	0	0.980326231381466	0.974556792315213	0.952870645346058	0	0	0	MPO	ENSG00000005381	11080
97	3.51193478472601	0.430086042499133	0.16557230531868	0.264513737180453	0	0	0	0.999999999999997	1	1	0	0	0	GCFC2	ENSG00000005436	58985
98	3.23277038297544	0.237513634604819	0.0567873910710732	0.180726243533746	0	0	0	1	1	1	0	0	0	WDR54	ENSG00000005448	4077
99	3.23503187636474	0.441627457885293	0.151724610586444	0.289902847298849	0	0	0	0.99999999976184	1	1	0	0	0	CROT	ENSG00000005469	54130
100	-1.61616484731115	-0.496919599662686	-0.116040405051745	-0.380879194610941	0	0	0	0.967352108070577	0.998844466646953	0.996028178342699	0	0	0	ABCB4	ENSG00000005471	78739
101	6.5848974755388	-0.0598547476204336	0.0229633069150053	-0.0828180545354389	0	0	0	1	1	1	0	0	0	KMT2E	ENSG00000005483	174076
102	5.2233332445258	-0.0239986975715221	-0.095441531558623	0.0714428339871009	0	0	0	1	1	1	0	0	0	RHBDD2	ENSG00000005486	46324
103	-5.27684933494367	-0.33545459606918	-0.140753045118564	-0.194701550950616	0	0	0	0.984161571193223	0.995990636285194	0.998774209016919	0	0	0	SOX8	ENSG00000005513	5209
104	5.39145715671902	0.26226183667247	0.127855039053217	0.134406797619254	0	0	0	1	1	1	0	0	0	IBTK	ENSG00000005700	77768
105	4.12532170047647	-0.19878900852209	-0.108082170634178	-0.0907068378879119	0	0	0	1	1	1	0	0	0	ZNF195	ENSG00000005801	39961
106	6.66931798671423	-1.15290771052519	-0.462959958982348	-0.689947751542839	-2.06963604382388	0	0	0.0195656290102959	0.999999999990602	0.999999015974077	0	0	0	MYCBP2	ENSG00000005810	284620
107	4.46975006759144	-0.581879656935087	-0.248776939404037	-0.33310271753105	0	0	0	0.999999984112872	1	1	0	0	0	FBXL3	ENSG00000005812	34597
108	5.08506777090424	-0.950965674425619	-0.282372810661228	-0.668592863764391	0	0	0	0.586210854651625	0.998590867662653	0.957524620733696	0	0	0	ITGAL	ENSG00000005844	50909
109	4.0995576731743	-0.0473860647877951	-0.158712022176643	0.111325957388848	0	0	0	1	1	1	0	0	0	PDK2	ENSG00000005882	17415
110	4.90801656903109	-0.152209946690467	-0.0746618893267756	-0.0775480573636917	0	0	0	1	1	1	0	0	0	ITGA3	ENSG00000005884	34513
111	4.58690000144306	0.0279645822723129	0.0237017290082804	0.00426285326403253	0	0	0	1	1	1	0	0	0	ZFX	ENSG00000005889	67082
112	6.68737975305903	0.0226294083902223	-0.044105978768056	0.0667353871582783	0	0	0	1	1	1	0	0	0	LAMP2	ENSG00000005893	43217
113	-1.08633326497466	-0.356767541675266	-0.0297228323836007	-0.327044709291665	0	0	0	0.998086226813178	0.999986168638565	0.999771368002905	0	0	0	ITGA2B	ENSG00000005961	17469
115	5.42411066481229	-0.0943552353187593	-0.0607047915423129	-0.0336504437764464	0	0	0	1	1	1	0	0	0	GDE1	ENSG00000006007	20430
116	5.97446958323367	-0.218774619460767	-0.0967067592966933	-0.122067860164074	0	0	0	1	1	1	0	0	0	REX1BD	ENSG00000006015	3652
117	0.842649366295402	-0.0384794677194301	0.0210515874422661	-0.0595310551616962	0	0	0	1	1	1	0	0	0	CRLF1	ENSG00000006016	35521
118	4.40101586135992	-0.519598231709776	-0.328971091547049	-0.190627140162727	0	0	0	0.999999999999533	1	1	0	0	0	OSBPL7	ENSG00000006025	14462
119	-1.92284441463082	2.57701816942251	1.655171910243	0.921846259179513	4.46541677569016	1.84227595401107	0	5.21190063306452e-06	0.0330892830506477	0.586432968951078	1	0	0	TMEM98	ENSG00000006042	17196
122	4.51427220102947	0.0557648893480511	-0.12315824795944	0.178923137307491	0	0	0	0.999999999999353	0.999999999899308	0.999999999999505	0	0	0	MAP3K14	ENSG00000006062	53910
124	-4.48232873945998	-0.119167333608254	0.0355408244534736	-0.154708158061728	0	0	0	0.993890822208077	0.997724132090241	0.996754911326209	0	0	0	CACNG3	ENSG00000006116	106077
125	-1.2060931230014	0.268492882261696	0.459258726827853	-0.190765844566157	0	0	0	0.987138074108538	0.939903239242128	0.99678803329456	0	0	0	TMEM132A	ENSG00000006118	12699
126	5.88044729428264	0.321399156222647	0.106482319889751	0.214916836332896	0	0	0	1	1	1	0	0	0	AP2B1	ENSG00000006125	148367
128	4.81140440453144	-0.0690195299974778	-0.0213265156727047	-0.0476930143247731	0	0	0	1	1	1	0	0	0	ZNF263	ENSG00000006194	37601
130	5.71044829126241	0.114965163086186	0.0358070362261333	0.0791581268600527	0	0	0	1	1	1	0	0	0	SPATA20	ENSG00000006282	12794
132	-0.690360892334673	0.253261112939366	0.171055174570497	0.0822059383688691	0	0	0	0.999944745753403	0.99998132415601	0.999999953782481	0	0	0	TNFRSF12A	ENSG00000006327	3938
134	3.35196177869664	-0.234472868030125	-0.0068606243506335	-0.227612243679491	0	0	0	0.999999999989275	1	0.999999999999995	0	0	0	MAP3K9	ENSG00000006432	87008
135	4.28298096540751	0.156185687191792	0.0516108765443661	0.104574810647426	0	0	0	1	1	1	0	0	0	RALA	ENSG00000006451	84555
136	-1.81717507298559	0.112795035151067	-0.223454709182928	0.336249744333995	0	0	0	0.999585614220146	0.997752092804407	0.998278896620565	0	0	0	BAIAP2L1	ENSG00000006453	109440
137	5.08933610287569	0.043800523097886	0.0400680288271094	0.0037324942707766	0	0	0	1	0.999999999999999	1	0	0	0	KDM7A	ENSG00000006459	92237
138	0.370238248397226	-0.110092127236381	-0.144413800873597	0.0343216736372163	0	0	0	0.976916763832615	0.965203438030687	0.996109946074124	0	0	0	ETV1	ENSG00000006468	100196
139	4.2907723718268	0.347405151895132	0.184531686693909	0.162873465201224	0	0	0	1	1	1	0	0	0	AGK	ENSG00000006530	103966
140	2.65586856407514	-0.611798540060643	-0.308389815384389	-0.303408724676254	0	0	0	0.974252494786068	0.999485258364694	0.999987968410282	0	0	0	ALDH3B1	ENSG00000006534	20704
141	2.08095498050418	-0.0952706900454443	-0.183262718661963	0.0879920286165188	0	0	0	0.999999999514241	0.999999959554175	0.999999999999601	0	0	0	TTC22	ENSG00000006555	21611
142	4.18096908203729	0.411562663342432	0.123239156538166	0.288323506804265	0	0	0	0.999999999999834	1	1	0	0	0	PHTF2	ENSG00000006576	158711
144	5.12459613703597	-0.260766264076938	-0.213657380901106	-0.0471088831758326	0	0	0	1	1	1	0	0	0	FARP2	ENSG00000006607	138556
146	3.14739322298808	-0.0249362099865995	-0.154950663123203	0.130014453136604	0	0	0	1	1	1	0	0	0	GGCT	ENSG00000006625	8220
147	4.63586471157622	-0.0180098958547763	0.0180106495305745	-0.0360205453853508	0	0	0	1	1	1	0	0	0	DBF4	ENSG00000006634	33337
148	-4.20059459109686	0.57301702788188	0.232237615519524	0.340779412362356	0	0	0	0.954154927500773	0.998174921183696	0.998350841833854	0	0	0	TBXA2R	ENSG00000006638	12368
149	5.95787304556491	-0.16397456351395	-0.0515355569878402	-0.11243900652611	0	0	0	0.999999998891188	0.99999999992849	0.999999999999797	0	0	0	IFRD1	ENSG00000006652	58130
150	-3.47528126304102	2.19545094366164	1.20903502080427	0.986415922857365	3.16463720903859	0.543780229055125	0	0.000836064620270679	0.293448618085147	0.515078477787751	0	0	0	LGALS14	ENSG00000006659	4963
151	3.35037868437706	0.0528173434874404	-0.0771863542140205	0.130003697701461	0	0	0	1	1	1	0	0	0	COX10	ENSG00000006695	162246
152	-2.99813586745686	1.07420128403667	0.978674758237235	0.0955265257994307	0.226649008068259	0	0	0.41040652861382	0.524634089465295	0.998522181519673	0	0	0	GTF2IRD1	ENSG00000006704	148815
153	5.57603112001602	-0.0256643526059559	0.0509877151651761	-0.076652067771132	0	0	0	1	1	1	0	0	0	PAF1	ENSG00000006712	5525
154	4.6046957302999	0.263771364610048	0.130994726098081	0.132776638511967	0	0	0	1	1	1	0	0	0	VPS41	ENSG00000006715	209420
155	0.339394563247245	0.587506281596066	0.0295977966947447	0.557908484901321	0	0	0	0.877216277843479	0.998551778211968	0.921799715864744	0	0	0	ARHGAP44	ENSG00000006740	202145
156	5.45978360569479	0.0168035562549154	-0.0394977920298514	0.0563013482847667	0	0	0	1	1	1	0	0	0	ELAC2	ENSG00000006744	26453
157	-1.66157932630891	-1.70082154997569	-1.30952609859302	-0.391295451382674	-1.83266661822512	-0.769125770416274	0	0.0337995772140025	0.221137454082057	0.981349776063358	0	0	0	SCIN	ENSG00000006747	89605
158	-2.86233269321756	-0.338014607752042	-0.621245598292224	0.283230990540182	0	0	0	0.980777168949717	0.874017382190402	0.996312214773396	0	0	0	ARSD	ENSG00000006756	25377
159	3.16012103127072	-0.00886635048108886	-0.0839978246419948	0.0751314741609059	0	0	0	1	1	1	0	0	0	PNPLA4	ENSG00000006757	29492
161	4.83925140875623	-0.0202901753417901	-0.064912362994149	0.0446221876523589	0	0	0	1	1	1	0	0	0	ADIPOR2	ENSG00000006831	100100
162	-0.207287266029122	-0.102248899779675	-0.035824735206909	-0.0664241645727661	0	0	0	1	1	1	0	0	0	CDKL3	ENSG00000006837	84697
164	-4.17606052137576	-0.802015825130574	-0.582407125235298	-0.219608699895277	0	0	0	0.665795532350047	0.805367781371063	0.97916825777016	0	0	0	PRSS21	ENSG00000007038	9124
165	3.95192404296078	-0.159090437808323	-0.0540181850098111	-0.105072252798512	0	0	0	1	1	1	0	0	0	MARK4	ENSG00000007047	225996
166	-3.74534550830688	1.14768625196336	1.11590079102969	0.0317854609336692	0.610823856517467	0.454445178229975	0	0.270832453226286	0.324878108454524	0.999992448903294	0	0	0	PROM1	ENSG00000007062	121302
167	4.57365174931847	0.00464271319721021	-0.0286612254833223	0.0333039386805325	0	0	0	1	1	1	0	0	0	CCDC124	ENSG00000007080	10976
168	3.05720472417515	-0.394301665408831	-0.221091749437206	-0.173209915971625	0	0	0	0.999999576420428	0.999999998863247	0.999999999999997	0	0	0	CEACAM21	ENSG00000007129	37326
169	6.06213005262905	0.0828403572593297	-0.0274876447905354	0.110328002049865	0	0	0	1	1	1	0	0	0	PAFAH1B1	ENSG00000007168	92405
171	-5.46438004978713	0.16613998745958	0.293959983291802	-0.127819995832222	0	0	0	0.997720441162139	0.988614816622464	0.99961553139683	0	0	0	DNAH9	ENSG00000007174	371278
172	7.15152516910725	-0.0886442084296011	-0.0107369847346703	-0.0779072236949307	0	0	0	1	1	1	0	0	0	KIAA0100	ENSG00000007202	31008
174	-0.848768316850667	-0.212941784415921	-0.257537617799791	0.0445958333838702	0	0	0	0.99438711020016	0.989194984436986	0.999888341640629	0	0	0	GAS7	ENSG00000007237	288000
175	3.81389932463708	-0.198914898484459	-0.0533142576931294	-0.14560064079133	0	0	0	1	1	1	0	0	0	TRAPPC6A	ENSG00000007255	15309
176	-4.25505406435336	0.32306982071359	0.489476616245891	-0.166406795532301	0	0	0	0.986939877329266	0.94402290593942	0.998905745728742	0	0	0	MATK	ENSG00000007264	24159
178	5.84543431067182	-0.530776816969337	-0.244798579961888	-0.285978237007449	0	0	0	0.999999996226762	1	1	0	0	0	CD79B	ENSG00000007312	3596
179	-1.74493188642883	-0.0991509794988772	0.107967237421262	-0.207118216920139	0	0	0	0.999997033963131	0.999989141796619	0.999997212300179	0	0	0	SCN4A	ENSG00000007314	34364
180	2.94888917536765	-0.136316605837448	-0.140642674302188	0.00432606846474037	0	0	0	1	1	1	0	0	0	ST7L	ENSG00000007341	97311
181	-4.63438336345223	0.37808254502415	0.460831277602606	-0.0827487325784562	0	0	0	0.983790419888154	0.960799935276003	0.999804691642957	0	0	0	TKTL1	ENSG00000007350	34555
182	1.83275941547422	-0.526048388827753	-0.302427785336713	-0.223620603491041	0	0	0	0.999976220934631	0.999999991732762	0.999999999999997	0	0	0	PAX6	ENSG00000007372	33182
183	3.96191913536906	-0.0124339186253759	0.0689824708856643	-0.0814163895110402	0	0	0	1	1	1	0	0	0	RPUSD1	ENSG00000007376	3423
184	-0.388320780166899	0.331796855175756	0.370935804894734	-0.0391389497189781	0	0	0	0.999984780657249	0.99991243094216	0.99999999997199	0	0	0	RHBDF1	ENSG00000007384	18296
185	5.56322266042825	-0.555246622546338	-0.21648361240381	-0.338763010142529	0	0	0	0.999999998652128	1	1	0	0	0	LUC7L	ENSG00000007392	40494
186	1.0122609911175	-0.0544813631186261	0.0730637502660813	-0.127545113384707	0	0	0	0.999999999871287	0.999999998316159	0.999999999987506	0	0	0	CACNA2D2	ENSG00000007402	141631
187	-0.0368016949411242	-0.00260714521195919	0.113422154785169	-0.116029299997128	0	0	0	0.999999999343467	0.999999512473443	0.999999996939422	0	0	0	BAIAP3	ENSG00000007516	15803
188	4.30975074002737	0.142897777760145	0.0515566986659755	0.0913410790941693	0	0	0	1	1	1	0	0	0	TSR3	ENSG00000007520	2638
189	4.57026529821638	0.109064994621349	0.0954317540958876	0.0136332405254613	0	0	0	1	1	1	0	0	0	PIGQ	ENSG00000007541	17114
190	4.22001058610954	-0.011074140669467	-0.0125423423074844	0.00146820163801742	0	0	0	1	1	1	0	0	0	CRAMP1	ENSG00000007545	65571
191	-0.538152265746677	0.981578505713024	0.347732368443467	0.633846137269557	0	0	0	0.531424536333532	0.997082956911473	0.957401302191748	0	0	0	TEAD3	ENSG00000007866	23482
193	4.54674030079655	0.0579969445994619	0.0540699303858405	0.0039270142136214	0	0	0	1	1	1	0	0	0	DNAJC11	ENSG00000007923	67756
