sample	variable	value	status
X20131001_Cytoscan_MM322	chr_1p	0	normal
X20131001_Cytoscan_MM323	chr_1p	0	normal
X20131104_Cytoscan_MM324	chr_1p	0	normal
MM_cytoscanHD26012018_934	chr_1p	-1.0589285714285712	clonal
X20131105_Cytoscan_MM340	chr_1p	-0.09107142857142855	normal
X20131105_Cytoscan_MM341	chr_1p	0	normal
MM_cytoscanHD_10262017_867	chr_1p	0	normal
MM__CytoscanHD_03072018.1035_2	chr_1p	0	normal
MM_cytoscanHD14032018_941	chr_1p	0	normal
X20131105_Cytoscan_MM342	chr_1p	0	normal
X20131105_Cytoscan_MM343	chr_1p	-0.9249999999999999	clonal
X20131125_Cytoscan_MM_346	chr_1p	0	normal
X20131125_Cytoscan_MM_347	chr_1p	0	normal
MM_cytoscanHD14032018_942	chr_1p	0	normal
X20131105_Cytoscan_MM344	chr_1p	0	normal
MM_cytoscanHD14032018_943	chr_1p	0	normal
MM_cytoscanHD14032018_944	chr_1p	-0.7169642857142857	subclonal_major
MM__CytoscanHD_10052018_998	chr_1p	0	normal
MM_cytoscanHD22032018_945	chr_1p	0	normal
X20131125_Cytoscan_MM_349	chr_1p	0	normal
X20130725_Cytoscan_MM302	chr_1p	0	normal
MM_cytoscanHD3042018_956	chr_1p	-0.8419642857142856	subclonal_major
MM_cytoscanHD3042018_957	chr_1p	0	normal
X20131125_Cytoscan_MM_350	chr_1p	0	normal
X20131125_Cytoscan_MM_351	chr_1p	0	normal
X20131125_Cytoscan_MM_352	chr_1p	-0.8276785714285714	subclonal_major
X20131125_Cytoscan_MM_353	chr_1p	0	normal
X20131126_Cytoscan_MM_355	chr_1p	0	normal
X20131126_Cytoscan_MM_356	chr_1p	0	normal
MM__CytoscanHD_10052018_997	chr_1p	-0.7205357142857143	subclonal_major
X20131126_Cytoscan_MM_357	chr_1p	0	normal
MM__CytoscanHD_03072018_1036	chr_1p	0.5232142857142856	subclonal_major
X20131126_Cytoscan_MM_358	chr_1p	0	normal
X20131126_Cytoscan_MM_359	chr_1p	0	normal
X20131209_Cytoscan_MM_362	chr_1p	0	normal
MM__CytoscanHD_03072018_1037	chr_1p	0	normal
X20131126_Cytoscan_MM_360	chr_1p	0	normal
X20131126_Cytoscan_MM_361	chr_1p	0	normal
X20131209_Cytoscan_MM_363	chr_1p	0	normal
X20131209_Cytoscan_MM_364	chr_1p	0	normal
MM__CytoscanHD_03072018_1038	chr_1p	0	normal
MM_cytoscanHD14032018_946	chr_1p	0	normal
X20130725_Cytoscan_MM303	chr_1p	0	normal
MM_cytoscanHD14032018_947	chr_1p	-0.9455357142857141	clonal
X20131209_Cytoscan_MM_365	chr_1p	0	normal
X20131209_Cytoscan_MM_366	chr_1p	-0.09107142857142855	normal
X20131209_Cytoscan_MM_367	chr_1p	0	normal
X20131209_Cytoscan_MM_368	chr_1p	0	normal
MM__CytoscanHD_03072018_1039	chr_1p	0	normal
X20131209_Cytoscan_MM_369	chr_1p	0	normal
X20140107_Cytoscan_MM_Flores_370	chr_1p	-0.8419642857142856	subclonal_major
X20140107_Cytoscan_MM_Flores_371	chr_1p	0	normal
X20140107_Cytoscan_MM_Flores_372	chr_1p	0	normal
X20140204_MART_MM_Cyto373	chr_1p	-0.024999999999999998	normal
X20140204_MART_MM_Cyto374	chr_1p	0	normal
X20140204_MART_MM_Cyto375	chr_1p	0	normal
X20150519_MG_MM_Cyto454	chr_1p	0	normal
X20150519_MG_MM_Cyto455	chr_1p	0	normal
X20140204_MART_MM_Cyto376	chr_1p	0	normal
MM_cytoscanHD26012018_933	chr_1p	0	normal
X20130711_Cytoscan_MM296	chr_1p	0	normal
X20140204_MART_MM_Cyto377	chr_1p	0	normal
X20140204_MART_MM_Cyto378	chr_1p	0	normal
MM_cytoscanHD24012018_919	chr_1p	0	normal
X20140204_MART_MM_Cyto379	chr_1p	0	normal
X20140204_MART_MM_Cyto380	chr_1p	0	normal
X20131001_Cytoscan_MM318	chr_1p	0	normal
X20140217_MART_MM_Cyto382	chr_1p	0	normal
X20140414_MART_MM_Cyto412	chr_1p	0	normal
X20160727_MG_MM_Cyto605	chr_1p	0.9857142857142857	clonal
X20140217_MART_MM_Cyto383	chr_1p	0	normal
X20150326_MG_MM_Cyto438	chr_1p	0	normal
X20150326_MG_MM_Cyto439	chr_1p	-0.7491071428571427	subclonal_major
X20140217_MART_MM_Cyto384	chr_1p	0	normal
X20140217_MART_MM_Cyto385	chr_1p	0	normal
X20140217_MART_MM_Cyto386	chr_1p	0	normal
X20140217_MART_MM_Cyto387	chr_1p	0	normal
X20140310_MART_MM_Cyto388	chr_1p	0	normal
X20140310_MART_MM_Cyto389	chr_1p	0	normal
X20150326_MG_MM_Cyto440	chr_1p	0	normal
X20140310_MART_MM_Cyto390	chr_1p	0	normal
X20140310_MART_MM_Cyto391	chr_1p	-0.7982142857142857	subclonal_major
X20140310_MART_MM_Cyto392	chr_1p	0	normal
X20140310_MART_MM_Cyto394	chr_1p	0	normal
X20140319_MART_MM_Cyto396	chr_1p	0.857142857142857	subclonal_major
X20140319_MART_MM_Cyto397	chr_1p	0	normal
MM_cytoscanHD24012018_921	chr_1p	0	normal
X20140319_MART_MM_Cyto398	chr_1p	0	normal
X20140319_MART_MM_Cyto399	chr_1p	0	normal
X20140319_MART_MM_Cyto400	chr_1p	0	normal
X20140319_MART_MM_Cyto401	chr_1p	-0.15535714285714283	subclonal_minor
MM_cytoscanHD_09212017_849	chr_1p	0	normal
MM_cytoscanHD_09212017_850	chr_1p	0	normal
MM_cytoscanHD_14092017_832	chr_1p	0	normal
X20140414_MART_MM_Cyto413	chr_1p	0	normal
MM_cytoscanHD_14092017_833	chr_1p	0	normal
MM_cytoscanHD_14092017_835	chr_1p	-0.8892857142857142	subclonal_major
MM_cytoscanHD_09132017_837	chr_1p	0	normal
MM_cytoscanHD_09132017_838	chr_1p	0	normal
MM_cytoscanHD_09132017_839	chr_1p	0	normal
MM_cytoscanHD_14092017_834	chr_1p	-1.0339285714285713	clonal
X20150422_MG_MM_Cyto452	chr_1p	0	normal
X20140414_MART_MM_Cyto414	chr_1p	0	normal
X20140414_MART_MM_Cyto415	chr_1p	0	normal
MM_cytoscanHD24012018_922	chr_1p	0	normal
X20150305_MG_MM_Cyto430	chr_1p	0	normal
MM_cytoscanHD24012018_923	chr_1p	0	normal
MM_cytoscanHD24012018_924	chr_1p	0	normal
X20150422_MG_MM_Cyto447	chr_1p	0	normal
X20150422_MG_MM_Cyto448_2	chr_1p	0	normal
X20150422_MG_MM_Cyto449	chr_1p	0	normal
X20150305_MG_MM_Cyto431	chr_1p	0	normal
X20150305_MG_MM_Cyto432	chr_1p	0	normal
X20150422_MG_MM_Cyto446	chr_1p	0	normal
X20150305_MG_MM_Cyto434	chr_1p	0	normal
X20160725_MG_MM_Cyto601	chr_1p	0	normal
X20150519_MG_MM_Cyto461	chr_1p	0	normal
X20150305_MG_MM_Cyto435	chr_1p	0	normal
X20150326_MG_MM_Cyto441	chr_1p	0	normal
X20150422_MG_MM_Cyto451	chr_1p	0	normal
X20150305_MG_MM_Cyto436	chr_1p	0	normal
X20150326_MG_MM_Cyto442	chr_1p	-0.27499999999999997	subclonal_minor
X20150326_MG_MM_Cyto444	chr_1p	0	normal
X20150326_MG_MM_Cyto445	chr_1p	0	normal
X20150519_MG_MM_Cyto457	chr_1p	0	normal
X20150519_MG_MM_Cyto458	chr_1p	0	normal
X20150519_MG_MM_Cyto459	chr_1p	0	normal
X20150519_MG_MM_Cyto460	chr_1p	0	normal
MM_cytoscanHD14032018_948	chr_1p	0	normal
X20150519_MG_MM_Cyto463	chr_1p	0	normal
X20150519_MG_MM_Cyto464	chr_1p	0	normal
X20150519_MG_MM_Cyto465	chr_1p	0	normal
X20150519_MG_MM_Cyto466	chr_1p	0	normal
X20150519_MG_MM_Cyto467	chr_1p	0	normal
MM_cytoscanHD24012018_925	chr_1p	0	normal
MM_cytoscanHD_10022017_852	chr_1p	0	normal
MM_cytoscanHD28022018_936	chr_1p	0	normal
MM_cytoscanHD26012018_932	chr_1p	0	normal
X20160704_MG_MM_Cyto577	chr_1p	-0.8982142857142856	subclonal_major
MM_cytoscanHD22032018_949	chr_1p	0	normal
MM_cytoscanHD_10192017_861	chr_1p	0	normal
MM_cytoscanHD_10262017_868	chr_1p	0	normal
X20160126_MG_MM_Cyto543	chr_1p	0	normal
X20160126_MG_MM_Cyto544	chr_1p	0	normal
X20160126_MG_MM_Cyto545	chr_1p	0	normal
X20160126_MG_MM_Cyto548	chr_1p	0	normal
X20170726_MG_MM_Cyto813	chr_1p	0	normal
MM__CytoscanHD_11062018_1019	chr_1p	0	normal
MM_cytoscanHD22032018_950	chr_1p	0	normal
MM_cytoscanHD22032018_951	chr_1p	0	normal
MM_CytoscanHD_07052018_992	chr_1p	0	normal
MM_cytoscanHD22032018_952	chr_1p	0	normal
X20140527_MART_MM_Cyto421	chr_1p	0	normal
MM_CytoscanHD_07052018_989	chr_1p	0	normal
MM_cytoscanHD22032018_953	chr_1p	0.09910714285714285	normal
MM_cytoscanHD22032018_954	chr_1p	0	normal
X20140616_MART_MM_Cyto423	chr_1p	0	normal
MM_cytoscanHD22032018_955	chr_1p	0	normal
X20170726_MG_MM_Cyto810	chr_1p	0	normal
X20140527_MART_MM_Cyto420	chr_1p	-0.6910714285714286	subclonal_major
MM_CytoscanHD_07052018_990	chr_1p	0	normal
X20140527_MART_MM_Cyto419	chr_1p	1.8455357142857143	clonal
MM_CytoscanHD_07052018_991	chr_1p	0	normal
MM_CytoscanHD_07052018_984	chr_1p	0	normal
MM__CytoscanHD_11062018_1020	chr_1p	0	normal
X20160727_MG_MM_Cyto609	chr_1p	0	normal
X20160727_MG_MM_Cyto610	chr_1p	0	normal
MM__CytoscanHD_11062018_1021	chr_1p	0	normal
X20160727_MG_MM_Cyto604	chr_1p	-0.3607142857142857	subclonal_minor
X20160503_MG_MM_Cyto561	chr_1p	0	normal
X20160503_MG_MM_Cyto562	chr_1p	0	normal
X20160503_MG_MM_Cyto563	chr_1p	0	normal
X20161109_MG_MM_Cyto681	chr_1p	0	normal
X20160503_MG_MM_Cyto564	chr_1p	0	normal
X20160503_MG_MM_Cyto565	chr_1p	-0.09464285714285713	normal
X20161109_MG_MM_Cyto682	chr_1p	0	normal
X20161109_MG_MM_Cyto683	chr_1p	0	normal
X20161109_MG_MM_Cyto685	chr_1p	0	normal
X20161109_MG_MM_Cyto687	chr_1p	0	normal
X20170102_MG_MM_Cyto717	chr_1p	0	normal
X20161109_MG_MM_Cyto688	chr_1p	0	normal
X20161109_MG_MM_Cyto689	chr_1p	1.0276785714285714	clonal
X20161109_MG_MM_Cyto690	chr_1p	0.7616071428571428	subclonal_major
X20161109_MG_MM_Cyto691	chr_1p	0	normal
X20160727_MG_MM_Cyto608	chr_1p	0	normal
X20170102_MG_MM_Cyto718	chr_1p	0	normal
X20161109_MG_MM_Cyto692	chr_1p	0	normal
X20161110_MG_MM_Cyto703	chr_1p	0	normal
X20161110_MG_MM_Cyto704	chr_1p	1.8848214285714286	clonal
X20161110_MG_MM_Cyto702	chr_1p	0	normal
X20161109_MG_MM_Cyto684	chr_1p	0	normal
X20161109_MG_MM_Cyto686	chr_1p	0	normal
X20170102_MG_MM_Cyto720	chr_1p	0	normal
X20170103_MG_MM_Cyto707	chr_1p	0	normal
X20170103_MG_MM_Cyto708	chr_1p	0	normal
X20170103_MG_MM_Cyto709	chr_1p	0	normal
X20160727_MG_MM_Cyto598b	chr_1p	-0.9241071428571427	clonal
X20170103_MG_MM_Cyto712	chr_1p	-0.9616071428571428	clonal
X20170103_MG_MM_Cyto713	chr_1p	0	normal
X20170103_MG_MM_Cyto714	chr_1p	2.275892857142857	clonal
X20170103_MG_MM_Cyto715	chr_1p	0	normal
X20170103_MG_MM_Cyto716	chr_1p	0	normal
X20170102_MG_MM_Cyto721	chr_1p	-1.0651785714285713	clonal
X20170102_MG_MM_Cyto722	chr_1p	0	normal
X20170102_MG_MM_Cyto723	chr_1p	0	normal
X20170102_MG_MM_Cyto724	chr_1p	0.5026785714285713	subclonal_major
X20170102_MG_MM_Cyto726	chr_1p	0	normal
MM_cytoscanHD_08282017_819	chr_1p	0	normal
MM_cytoscanHD_08282017_820	chr_1p	0	normal
MM_cytoscanHD_08282017_821	chr_1p	0	normal
MM_cytoscanHD_08302017_824	chr_1p	-1.0276785714285714	clonal
MM_cytoscanHD_08302017_825	chr_1p	0	normal
MM_cytoscanHD_08302017_826	chr_1p	0	normal
MM_cytoscanHD_08302017_827	chr_1p	0	normal
MM_cytoscanHD_08302017_828	chr_1p	-1.0214285714285714	clonal
MM_cytoscanHD_08302017_829	chr_1p	0	normal
MM_cytoscanHD_09132017_840	chr_1p	0	normal
MM_cytoscanHD_09132017_841	chr_1p	0	normal
MM_cytoscanHD_09132017_842	chr_1p	0	normal
MM_cytoscanHD_10192017_864	chr_1p	0	normal
MM_cytoscanHD_10262017_870	chr_1p	0	normal
MM_cytoscanHD_10262017_871	chr_1p	0	normal
MM_cytoscanHD_10262017_872	chr_1p	-0.8133928571428571	subclonal_major
MM__CytoscanHD_31052018_1016	chr_1p	0	normal
MM__CytoscanHD_31052018_1017	chr_1p	0	normal
MM__CytoscanHD_11062018_1022	chr_1p	0	normal
MM_cytoscanHD_10192017_859	chr_1p	0	normal
X20160704_MG_MM_Cyto582	chr_1p	0	normal
MM__CytoscanHD_10052018_1000	chr_1p	0	normal
MM__CytoscanHD_11062018_1023	chr_1p	0	normal
MM__CytoscanHD_11062018_1024	chr_1p	0	normal
MM__CytoscanHD_11062018_1025	chr_1p	0	normal
X20170719_MG_MM_Cyto_D3MM	chr_1p	0	normal
MM__CytoscanHD_21062018_1027	chr_1p	0	normal
MM_cytoscanHD_10192017_860	chr_1p	0	normal
MM__CytoscanHD_21062018_1028	chr_1p	0	normal
X20170726_MG_MM_Cyto808	chr_1p	0	normal
MM__CytoscanHD_21062018_1029	chr_1p	0	normal
MM__CytoscanHD_21062018_1030	chr_1p	0	normal
MM__CytoscanHD_21062018_1031	chr_1p	0	normal
MM__CytoscanHD_21062018_1032	chr_1p	0	normal
MM__CytoscanHD_31052018_1010	chr_1p	0	normal
MM__CytoscanHD_03072018_1040	chr_1p	0	normal
MM__CytoscanHD_03072018_1041	chr_1p	0	normal
X20160725_MG_MM_Cyto592	chr_1p	-0.13214285714285712	subclonal_minor
MM__CytoscanHD_10052018_1001	chr_1p	0	normal
MM_cytoscanHD_11162017_886	chr_1p	0	normal
MM__CytoscanHD_31052018_1013	chr_1p	0	normal
MM__CytoscanHD_31052018_1014	chr_1p	-0.32232142857142854	subclonal_minor
MM__CytoscanHD_31052018_1015	chr_1p	0	normal
MM__CytoscanHD_24052018_1007	chr_1p	0	normal
MM__CytoscanHD_24052018_1008	chr_1p	0	normal
MM__CytoscanHD_24052018_1009	chr_1p	0	normal
MM__CytoscanHD_11062018_1018	chr_1p	0	normal
MM__CytoscanHD_31052018_1011	chr_1p	0	normal
MM_CytoscanHD_17042018_975	chr_1p	0	normal
MM_CytoscanHD_17042018_974	chr_1p	0	normal
MM_CytoscanHD_17042018_973	chr_1p	0	normal
MM_CytoscanHD_17042018_972	chr_1p	0	normal
MM_CytoscanHD_17042018_971	chr_1p	0	normal
X20170605_MG_MM_Cyto762	chr_1p	0	normal
MM_cytoscanHD_10262017_869	chr_1p	0	normal
X20161110_MG_MM_Cyto696	chr_1p	0	normal
X20170704_MG_MM_Cyto788_2	chr_1p	0	normal
MM_cytoscanHD_011518_904	chr_1p	1.0830357142857143	clonal
X20170605_MG_MM_Cyto773	chr_1p	0	normal
MM_cytoscanHD_10022017_855	chr_1p	0	normal
X20170605_MG_MM_Cyto763	chr_1p	-1.0499999999999998	clonal
X20170627_MG_MM_Cyto774	chr_1p	0	normal
X20140527_MART_MM_Cyto418	chr_1p	0	normal
MM_cytoscanHD3042018_964	chr_1p	0	normal
X20170627_MG_MM_Cyto775	chr_1p	0	normal
X20170704_MG_MM_Cyto790	chr_1p	0	normal
X20170704_MG_MM_Cyto784	chr_1p	0	normal
X20170704_MG_MM_Cyto791	chr_1p	0	normal
MM_cytoscanHD_08282017_822	chr_1p	0	normal
X20150708_MG_MM_Cyto487	chr_1p	0	normal
MM_cytoscanHD_08282017_816	chr_1p	0	normal
X20161004_MG_MM_Cyto648	chr_1p	0	normal
X20170627_MG_MM_Cyto776	chr_1p	-0.09642857142857142	normal
X20170704_MG_MM_Cyto792	chr_1p	0	normal
X20170704_MG_MM_Cyto793	chr_1p	0	normal
MM__CytoscanHD_10052018_993	chr_1p	0	normal
MM_cytoscanHD_11092017_876	chr_1p	0	normal
X20170605_MG_MM_Cyto765	chr_1p	0	normal
MM_CytoscanHD_17042018_966	chr_1p	0	normal
MM_cytoscanHD_19092017_D8	chr_1p	0	normal
X20170704_MG_MM_Cyto787_2	chr_1p	0	normal
X20170627_MG_MM_Cyto778	chr_1p	0	normal
X20170605_MG_MM_Cyto767	chr_1p	0	normal
MM_cytoscanHD_11302017_891	chr_1p	0	normal
MM_cytoscanHD_11162017_880	chr_1p	0.13035714285714284	subclonal_minor
X20170717_MG_MM_Cyto794	chr_1p	0	normal
X20170719_MG_MM_Cyto_D1MM	chr_1p	0	normal
X20140616_MART_MM_Cyto422	chr_1p	0	normal
X20140527_MART_MM_Cyto416	chr_1p	0	normal
MM_cytoscanHD_11302017_887	chr_1p	0	normal
X20161005_MG_MM_Cyto649	chr_1p	-0.9169642857142856	clonal
MM__CytoscanHD_10052018_995	chr_1p	0	normal
X20161110_MG_MM_Cyto693	chr_1p	0	normal
X20170605_MG_MM_Cyto768	chr_1p	0	normal
X20170605_MG_MM_Cyto769	chr_1p	0	normal
X20161005_MG_MM_Cyto654	chr_1p	0	normal
X20161005_MG_MM_Cyto655	chr_1p	0	normal
X20161004_MG_MM_Cyto675	chr_1p	0	normal
X20170605_MG_MM_Cyto770	chr_1p	0	normal
MM_CytoscanHD_17042018_968	chr_1p	0	normal
X20170717_MG_MM_Cyto795	chr_1p	0	normal
X20160727_MG_MM_Cyto607	chr_1p	0	normal
MM_cytoscanHD_11092017_879	chr_1p	0	normal
X20161005_MG_MM_Cyto653	chr_1p	0	normal
MM_CytoscanHD_26042018_976	chr_1p	0	normal
X20170717_MG_MM_Cyto796	chr_1p	0	normal
X20150708_MG_MM_Cyto484	chr_1p	-1.000892857142857	clonal
MM_CytoscanHD_07052018_985	chr_1p	0.3607142857142857	subclonal_minor
MM__CytoscanHD_24052018_1004	chr_1p	-0.35982142857142857	subclonal_minor
X20150708_MG_MM_Cyto488	chr_1p	0	normal
MM_cytoscanHD_11162017_884	chr_1p	0	normal
X20170717_MG_MM_Cyto797	chr_1p	0	normal
X20170605_MG_MM_Cyto771	chr_1p	0	normal
MM_CytoscanHD_07052018_987	chr_1p	0	normal
X20150623_MART_MM_Cyto474	chr_1p	0	normal
X20150708_MG_MM_Cyto495	chr_1p	0	normal
X20140527_MART_MM_Cyto417	chr_1p	0	normal
X20161004_MG_MM_Cyto677	chr_1p	0	normal
X20170605_MG_MM_Cyto772	chr_1p	0	normal
X20170717_MG_MM_Cyto799	chr_1p	0	normal
X20150708_MG_MM_Cyto485	chr_1p	0	normal
X20140616_MART_MM_Cyto427	chr_1p	0	normal
X20151105_MART_MM_Cyto525	chr_1p	0	normal
X20151105_MART_MM_Cyto526	chr_1p	0	normal
X20150708_MG_MM_Cyto492	chr_1p	0	normal
X20151105_MART_MM_Cyto521	chr_1p	0	normal
X20151216_MART_MM_Cyto535	chr_1p	-0.09999999999999999	normal
X20151105_MART_MM_Cyto527	chr_1p	0	normal
X20151105_MART_MM_Cyto528	chr_1p	0	normal
X20151105_MART_MM_Cyto523	chr_1p	0	normal
X20160309_MG_MM_Cyto556	chr_1p	0	normal
X20151105_MART_MM_Cyto529	chr_1p	0	normal
X20151105_MART_MM_Cyto518	chr_1p	0	normal
X20160309_MG_MM_Cyto557	chr_1p	0	normal
X20150708_MG_MM_Cyto493	chr_1p	-0.9812499999999998	clonal
X20151105_MART_MM_Cyto520	chr_1p	0	normal
X20151105_MART_MM_Cyto530	chr_1p	0	normal
X20151105_MART_MM_Cyto522	chr_1p	0	normal
X20170717_MG_MM_Cyto800	chr_1p	0	normal
X20110517_MART_MM_SNP94	chr_1p	0	normal
X20110517_MART_MM_SNP95	chr_1p	0	normal
X20110714_MART_MM_SNP102	chr_1p	0	normal
X20110714_MART_MM_SNP103	chr_1p	0	normal
X20110920_MART_MM_SNP132	chr_1p	0	normal
X20110920_MART_MM_SNP134	chr_1p	0	normal
X20110920_MART_MM_SNP135	chr_1p	0	normal
X20120727_MART_MM_SNP199	chr_1p	0	normal
X20110920_MART_MM_SNP136	chr_1p	0	normal
X20120727_MART_MM_SNP201	chr_1p	0	normal
X20120510_MART_MM_SNP167	chr_1p	0	normal
X20120727_MART_MM_SNP202	chr_1p	0	normal
X20120727_MART_MM_SNP204	chr_1p	0	normal
X20120727_MART_MM_SNP203	chr_1p	0	normal
X20111212_MART_MM_SNP149	chr_1p	0	normal
X20120924_MART_MM_SNP206	chr_1p	0	normal
X20120924_MART_MM_SNP209	chr_1p	0	normal
X20120924_MART_MM_SNP212	chr_1p	0	normal
X20120924_MART_MM_SNP213	chr_1p	0	normal
X20120626_MART_MM_SNP197	chr_1p	-1.0419642857142857	clonal
X20120924_MART_MM_SNP214	chr_1p	0	normal
X20121008_MART_MM_SNP215	chr_1p	0	normal
X20121008_MART_MM_SNP216	chr_1p	0	normal
X20120924_MART_MM_SNP211	chr_1p	0	normal
X20121008_MART_MM_SNP217	chr_1p	0	normal
X20120510_MART_MM_SNP169	chr_1p	0.08392857142857142	normal
X20121203_MART_MM_SNP222	chr_1p	0	normal
X20121008_MART_MM_SNP218	chr_1p	0	normal
X20120510_MART_MM_SNP170	chr_1p	0	normal
X20121008_MART_MM_SNP219	chr_1p	0	normal
X20121203_MART_MM_SNP229	chr_1p	0	normal
X20121008_MART_MM_SNP220	chr_1p	-0.8357142857142856	subclonal_major
X20121203_MART_MM_SNP230	chr_1p	0	normal
X20121008_MART_MM_SNP221	chr_1p	0	normal
X20121203_MART_MM_SNP224	chr_1p	-0.4464285714285714	subclonal_minor
X20121203_MART_MM_SNP225	chr_1p	0	normal
X20120521_MART_MM_SNP174	chr_1p	0	normal
X20121203_MART_MM_SNP226	chr_1p	0	normal
X20121203_MART_MM_SNP227	chr_1p	0	normal
X20120521_MART_MM_SNP177	chr_1p	0	normal
X20121203_MART_MM_SNP228	chr_1p	0	normal
X20120521_MART_MM_SNP176	chr_1p	0	normal
X20130527_MART_MM_SNP273	chr_1p	0.024107142857142855	normal
X20121203_MART_MM_SNP223	chr_1p	-0.9187499999999998	clonal
X20130625_MART_MM_SNP281	chr_1p	-0.21160714285714283	subclonal_minor
X20121203_MART_MM_SNP231	chr_1p	0	normal
X20121203_MART_MM_SNP232	chr_1p	0.4464285714285714	subclonal_minor
X20120521_MART_MM_SNP175	chr_1p	0	normal
X20121203_MART_MM_SNP234	chr_1p	-0.5607142857142856	subclonal_major
X20130527_MART_MM_SNP275	chr_1p	0	normal
X20121203_MART_MM_SNP235	chr_1p	0	normal
X20120626_MART_MM_SNP193	chr_1p	0	normal
X20130527_MART_MM_SNP276	chr_1p	0	normal
X20130527_MART_MM_SNP277	chr_1p	0	normal
X20130527_MART_MM_SNP278	chr_1p	0	normal
X20121203_MART_MM_SNP236	chr_1p	0	normal
X20121203_MART_MM_SNP238	chr_1p	0	normal
X20121203_MART_MM_SNP237	chr_1p	0	normal
X20121203_MART_MM_SNP239	chr_1p	0	normal
X20130625_MART_MM_SNP282	chr_1p	0	normal
X20130625_MART_MM_SNP283	chr_1p	0	normal
X20121203_MART_MM_SNP240	chr_1p	0	normal
X20130625_MART_MM_SNP284	chr_1p	0	normal
X20121203_MART_MM_SNP243	chr_1p	-1.0062499999999999	clonal
X20121203_MART_MM_SNP244	chr_1p	0.29464285714285715	subclonal_minor
X20130625_MART_MM_SNP285	chr_1p	0	normal
X20121203_MART_MM_SNP245	chr_1p	0	normal
X20130516_MART_MM_SNP268	chr_1p	0	normal
X20121203_MART_MM_SNP246	chr_1p	0	normal
X20130625_MART_MM_SNP286	chr_1p	0	normal
X20121203_MART_MM_SNP248	chr_1p	0	normal
X20121203_MART_MM_SNP249	chr_1p	-0.9535714285714285	clonal
X20130717_MART_AL_SNP289	chr_1p	0	normal
X20130717_MART_AL_SNP290	chr_1p	0	normal
X20130527_MART_MM_SNP272	chr_1p	0	normal
X20090422_MM7_SNP6.0	chr_1p	0	normal
X20121203_MART_MM_SNP242	chr_1p	0	normal
X20090728_MART_MM_SNP32	chr_1p	0	normal
X20110920_MART_MM_SNP128	chr_1p	0	normal
X20110404_MART_MM_SNP84	chr_1p	0	normal
X20100331_MART_MM_SNP59	chr_1p	1.0482142857142855	clonal
X20090728_MART_MM_SNP24bis	chr_1p	0	normal
X20090728_MART_MM_SNP26	chr_1p	0	normal
X20100108_MART_MM_SNP44	chr_1p	0	normal
X20090520_MM10_SNP6.0	chr_1p	0	normal
X20100108_MART_MM_SNP51	chr_1p	0	normal
X20090728_MART_MM_SNP28	chr_1p	0	normal
X20100205_MART_MM_SNP39_2	chr_1p	0	normal
X20090520_MM11_SNP6.0	chr_1p	-1.0392857142857141	clonal
X20110905_MART_MM_SNP108	chr_1p	0	normal
X20110920_MART_MM_SNP122	chr_1p	0	normal
X20090422_MM8_SNP6.0	chr_1p	0	normal
X20111212_MART_MM_SNP165	chr_1p	0	normal
X20111212_MART_MM_SNP166	chr_1p	0	normal
X20110920_MART_MM_SNP131	chr_1p	-0.09107142857142855	normal
